assignment_id,box_id,rfid_tag,box_type,order_id,delivery_zone,assignment_date,turnaround_hours,dwell_hours,dispatch_lag_minutes,sla_status,return_condition,is_returned,days_since_assigned,turnaround_bucket,year_month
BA-20250609-107-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250609-107,ZONE-A,2025-06-09,18.85,15.95,33,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-112-0001,BOX-00076,RFID-BOS-076,MEDIUM,ORD-20250609-112,ZONE-A,2025-06-09,24.4,21.72,14,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-113-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250609-113,ZONE-C,2025-06-09,66.27,62.67,29,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-116-0001,BOX-00005,RFID-BOS-005,SMALL,ORD-20250609-116,ZONE-A,2025-06-09,,,45,OUTSTANDING,,False,288,OUTSTANDING,2025-06
BA-20250609-117-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250609-117,ZONE-A,2025-06-09,21.46,18.7,27,ON_TIME,NEEDS_CLEANING,True,288,12-24h,2025-06
BA-20250609-119-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250609-119,ZONE-C,2025-06-09,54.48,51.97,16,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-120-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250609-120,ZONE-A,2025-06-09,-8.36,-12.25,30,ON_TIME,GOOD,True,288,0-12h,2025-06
BA-20250609-122-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250609-122,ZONE-A,2025-06-09,62.98,60.37,19,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-123-0001,BOX-00031,RFID-BOS-031,SMALL,ORD-20250609-123,ZONE-B,2025-06-09,19.81,15.78,31,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250610-002-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-002,ZONE-A,2025-06-10,26.68,23.12,19,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-005-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-005,ZONE-B,2025-06-10,19.65,16.62,23,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-006-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-006,ZONE-D,2025-06-10,20.38,17.92,36,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-008-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-008,ZONE-C,2025-06-10,-5.52,-9.47,14,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-014-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250610-014,ZONE-A,2025-06-10,25.66,23.58,38,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-017-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250610-017,ZONE-B,2025-06-10,16.91,15.32,10,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-019-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250610-019,ZONE-A,2025-06-10,14.85,10.83,38,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-023-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-023,ZONE-C,2025-06-10,49.17,47.03,22,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-026-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-026,ZONE-B,2025-06-10,25.98,23.9,33,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-027-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-027,ZONE-B,2025-06-10,-3.06,-5.07,38,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-028-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-028,ZONE-B,2025-06-10,71.41,68.45,14,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-030-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-030,ZONE-B,2025-06-10,20.09,18.02,33,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-031-0001,BOX-00025,RFID-BOS-025,MEDIUM,ORD-20250610-031,ZONE-C,2025-06-10,4.73,1.93,18,ON_TIME,DAMAGED,True,287,0-12h,2025-06
BA-20250610-036-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250610-036,ZONE-B,2025-06-10,24.87,20.43,44,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-039-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250610-039,ZONE-C,2025-06-10,22.85,20.88,23,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-042-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-042,ZONE-C,2025-06-10,23.86,21.77,21,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-044-0001,BOX-00030,RFID-BOS-030,MEDIUM,ORD-20250610-044,ZONE-B,2025-06-10,28.51,25.83,10,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-045-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-045,ZONE-A,2025-06-10,13.63,10.6,37,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-052-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-052,ZONE-B,2025-06-10,64.49,62.7,15,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-053-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-053,ZONE-A,2025-06-10,-1.94,-4.77,25,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-054-0001,BOX-00043,RFID-BOS-043,MEDIUM,ORD-20250610-054,ZONE-C,2025-06-10,19.25,16.07,23,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-056-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-056,ZONE-B,2025-06-10,34.03,30.32,8,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-059-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250610-059,ZONE-A,2025-06-10,15.36,11.37,38,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-062-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250610-062,ZONE-D,2025-06-10,47.67,43.5,3,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-065-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-065,ZONE-B,2025-06-10,17.5,15.6,11,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-068-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-068,ZONE-A,2025-06-10,22.5,19.9,9,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-069-0001,BOX-00054,RFID-BOS-054,MEDIUM,ORD-20250610-069,ZONE-A,2025-06-10,-12.3,-15.13,31,ON_TIME,DAMAGED,True,287,0-12h,2025-06
BA-20250610-072-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-072,ZONE-A,2025-06-10,16.1,12.43,14,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-073-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-073,ZONE-A,2025-06-10,32.33,29.2,28,LATE,DAMAGED,True,287,24-48h,2025-06
BA-20250610-074-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-074,ZONE-B,2025-06-10,28.62,25.92,3,LATE,DAMAGED,True,287,24-48h,2025-06
BA-20250610-075-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-075,ZONE-C,2025-06-10,22.35,19.07,39,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-078-0001,BOX-00056,RFID-BOS-056,MEDIUM,ORD-20250610-078,ZONE-C,2025-06-10,22.51,18.33,19,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-083-0001,BOX-00060,RFID-BOS-060,MEDIUM,ORD-20250610-083,ZONE-A,2025-06-10,-5.15,-6.77,17,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-084-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250610-084,ZONE-A,2025-06-10,67.06,64.53,13,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-087-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250610-087,ZONE-A,2025-06-10,18.11,14.5,13,ON_TIME,DAMAGED,True,287,12-24h,2025-06
BA-20250610-089-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-089,ZONE-B,2025-06-10,15.78,11.8,29,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-096-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-096,ZONE-A,2025-06-10,65.55,61.82,21,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-099-0001,BOX-00066,RFID-BOS-066,MEDIUM,ORD-20250610-099,ZONE-B,2025-06-10,17.34,14.07,42,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-100-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250610-100,ZONE-B,2025-06-10,23.78,21.95,31,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-102-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250610-102,ZONE-B,2025-06-10,67.52,63.83,17,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-103-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250610-103,ZONE-A,2025-06-10,20.72,19.02,20,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-109-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-109,ZONE-A,2025-06-10,-10.23,-11.72,5,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-111-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-111,ZONE-C,2025-06-10,26.96,23.2,46,LATE,NEEDS_CLEANING,True,287,24-48h,2025-06
BA-20250610-114-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-114,ZONE-B,2025-06-10,24.33,22.25,33,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-117-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-117,ZONE-A,2025-06-10,46.14,43.28,28,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-118-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-118,ZONE-B,2025-06-10,-6.63,-10.75,30,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250611-005-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250611-005,ZONE-D,2025-06-11,19.93,15.88,4,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-010-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250611-010,ZONE-D,2025-06-11,22.83,19.68,33,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-012-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250611-012,ZONE-C,2025-06-11,24.61,22.37,45,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-013-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250611-013,ZONE-B,2025-06-11,18.03,15.83,29,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-015-0001,BOX-00007,RFID-BOS-007,MEDIUM,ORD-20250611-015,ZONE-A,2025-06-11,25.13,21.42,21,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-016-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250611-016,ZONE-C,2025-06-11,-0.22,-2.08,7,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-018-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250611-018,ZONE-C,2025-06-11,24.24,22.17,18,LATE,NEEDS_CLEANING,True,286,24-48h,2025-06
BA-20250611-020-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250611-020,ZONE-C,2025-06-11,36.19,33.23,19,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-022-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250611-022,ZONE-C,2025-06-11,25.46,21.48,26,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-023-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250611-023,ZONE-D,2025-06-11,21.07,17.73,19,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-027-0001,BOX-00025,RFID-BOS-025,MEDIUM,ORD-20250611-027,ZONE-A,2025-06-11,46.21,42.43,20,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-028-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250611-028,ZONE-D,2025-06-11,69.66,67.58,16,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-041-0001,BOX-00040,RFID-BOS-040,MEDIUM,ORD-20250611-041,ZONE-A,2025-06-11,24.36,22.68,14,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-044-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-044,ZONE-B,2025-06-11,26.01,24.05,23,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-045-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250611-045,ZONE-C,2025-06-11,24.96,20.67,28,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-048-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250611-048,ZONE-A,2025-06-11,-6.92,-8.78,38,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-054-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250611-054,ZONE-B,2025-06-11,17.76,15.8,19,ON_TIME,NEEDS_CLEANING,True,286,12-24h,2025-06
BA-20250611-055-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250611-055,ZONE-A,2025-06-11,17.49,15.5,28,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-058-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250611-058,ZONE-A,2025-06-11,17.29,14.77,8,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-060-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250611-060,ZONE-B,2025-06-11,-5.16,-7.22,32,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-063-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250611-063,ZONE-A,2025-06-11,22.79,21.03,31,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-070-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250611-070,ZONE-B,2025-06-11,17.31,15.15,35,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-074-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250611-074,ZONE-B,2025-06-11,70.5,67.7,17,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-075-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250611-075,ZONE-A,2025-06-11,64.59,62.7,27,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-078-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250611-078,ZONE-C,2025-06-11,14.97,12.47,36,ON_TIME,NEEDS_CLEANING,True,286,12-24h,2025-06
BA-20250611-079-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-079,ZONE-B,2025-06-11,73.4,70.5,21,OVERDUE,GOOD,True,286,72h+,2025-06
BA-20250611-083-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250611-083,ZONE-B,2025-06-11,25.5,21.78,8,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-084-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250611-084,ZONE-A,2025-06-11,-3.99,-7.72,23,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-085-0001,BOX-00057,RFID-BOS-057,MEDIUM,ORD-20250611-085,ZONE-C,2025-06-11,68.03,64.87,31,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-087-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250611-087,ZONE-C,2025-06-11,27.5,24.5,36,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-088-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250611-088,ZONE-D,2025-06-11,-0.36,-4.57,20,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-089-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250611-089,ZONE-B,2025-06-11,27.86,25.07,16,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-094-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250611-094,ZONE-B,2025-06-11,140.32,136.27,34,OVERDUE,GOOD,True,286,72h+,2025-06
BA-20250611-097-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250611-097,ZONE-C,2025-06-11,17.6,15.95,11,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-100-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-100,ZONE-C,2025-06-11,-0.39,-4.18,31,ON_TIME,NEEDS_CLEANING,True,286,0-12h,2025-06
BA-20250611-105-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250611-105,ZONE-B,2025-06-11,,,17,OUTSTANDING,,False,286,OUTSTANDING,2025-06
BA-20250611-108-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250611-108,ZONE-A,2025-06-11,-4.64,-6.42,26,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-110-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250611-110,ZONE-A,2025-06-11,15.81,11.73,42,ON_TIME,NEEDS_CLEANING,True,286,12-24h,2025-06
BA-20250611-112-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250611-112,ZONE-C,2025-06-11,79.32,75.23,19,OVERDUE,GOOD,True,286,72h+,2025-06
BA-20250611-113-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250611-113,ZONE-D,2025-06-11,23.96,21.5,22,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-118-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-118,ZONE-C,2025-06-11,60.19,58.35,4,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-119-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250611-119,ZONE-A,2025-06-11,21.9,20.17,22,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250612-001-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250612-001,ZONE-D,2025-06-12,45.72,41.33,26,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-006-0001,BOX-00007,RFID-BOS-007,MEDIUM,ORD-20250612-006,ZONE-B,2025-06-12,24.58,20.63,18,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-007-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250612-007,ZONE-A,2025-06-12,19.95,16.28,13,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-009-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250612-009,ZONE-C,2025-06-12,26.7,23.62,25,LATE,NEEDS_CLEANING,True,285,24-48h,2025-06
BA-20250612-013-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250612-013,ZONE-A,2025-06-12,47.04,45.0,34,LATE,NEEDS_CLEANING,True,285,24-48h,2025-06
BA-20250612-015-0001,BOX-00030,RFID-BOS-030,MEDIUM,ORD-20250612-015,ZONE-C,2025-06-12,63.54,61.22,31,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-017-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250612-017,ZONE-A,2025-06-12,49.16,46.28,28,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-026-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250612-026,ZONE-A,2025-06-12,20.78,18.9,29,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-031-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250612-031,ZONE-A,2025-06-12,-10.62,-13.53,33,ON_TIME,GOOD,True,285,0-12h,2025-06
BA-20250612-034-0001,BOX-00038,RFID-BOS-038,MEDIUM,ORD-20250612-034,ZONE-B,2025-06-12,,,36,OUTSTANDING,,False,285,OUTSTANDING,2025-06
BA-20250612-037-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250612-037,ZONE-B,2025-06-12,19.33,17.38,26,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-039-0001,BOX-00043,RFID-BOS-043,MEDIUM,ORD-20250612-039,ZONE-A,2025-06-12,22.46,18.55,31,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-041-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250612-041,ZONE-D,2025-06-12,46.49,42.2,28,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-042-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250612-042,ZONE-B,2025-06-12,66.5,64.3,27,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-046-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250612-046,ZONE-A,2025-06-12,26.25,22.67,7,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-047-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250612-047,ZONE-A,2025-06-12,62.8,60.72,38,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-048-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250612-048,ZONE-B,2025-06-12,20.78,16.95,11,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-054-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250612-054,ZONE-A,2025-06-12,67.82,64.92,27,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-055-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250612-055,ZONE-D,2025-06-12,18.62,15.82,44,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-057-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250612-057,ZONE-D,2025-06-12,17.04,14.47,36,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-060-0001,BOX-00056,RFID-BOS-056,MEDIUM,ORD-20250612-060,ZONE-B,2025-06-12,-8.94,-12.35,47,ON_TIME,GOOD,True,285,0-12h,2025-06
BA-20250612-064-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250612-064,ZONE-A,2025-06-12,21.7,20.02,8,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-065-0001,BOX-00057,RFID-BOS-057,MEDIUM,ORD-20250612-065,ZONE-B,2025-06-12,25.69,23.58,41,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-066-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250612-066,ZONE-A,2025-06-12,20.26,17.55,17,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-069-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250612-069,ZONE-B,2025-06-12,15.71,11.75,31,ON_TIME,NEEDS_CLEANING,True,285,12-24h,2025-06
BA-20250612-071-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250612-071,ZONE-B,2025-06-12,27.52,24.87,8,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-073-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250612-073,ZONE-B,2025-06-12,18.21,16.15,25,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-074-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250612-074,ZONE-A,2025-06-12,16.52,14.82,15,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-075-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250612-075,ZONE-C,2025-06-12,70.91,68.67,38,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-078-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250612-078,ZONE-B,2025-06-12,73.35,71.18,36,OVERDUE,GOOD,True,285,72h+,2025-06
BA-20250612-081-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250612-081,ZONE-C,2025-06-12,117.61,115.3,34,OVERDUE,GOOD,True,285,72h+,2025-06
BA-20250612-084-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250612-084,ZONE-C,2025-06-12,-6.1,-10.32,22,ON_TIME,GOOD,True,285,0-12h,2025-06
BA-20250612-086-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250612-086,ZONE-B,2025-06-12,74.18,71.15,32,OVERDUE,GOOD,True,285,72h+,2025-06
BA-20250612-088-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250612-088,ZONE-A,2025-06-12,23.9,22.37,9,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-096-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250612-096,ZONE-B,2025-06-12,64.23,59.93,34,LATE,GOOD,True,285,48-72h,2025-06
BA-20250612-099-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250612-099,ZONE-A,2025-06-12,24.91,22.15,26,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-100-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250612-100,ZONE-A,2025-06-12,37.35,35.9,14,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-102-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250612-102,ZONE-A,2025-06-12,26.41,23.23,46,LATE,GOOD,True,285,24-48h,2025-06
BA-20250612-105-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250612-105,ZONE-A,2025-06-12,68.52,64.82,14,LATE,NEEDS_CLEANING,True,285,48-72h,2025-06
BA-20250612-106-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250612-106,ZONE-C,2025-06-12,18.31,15.3,30,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-107-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250612-107,ZONE-C,2025-06-12,15.1,11.83,30,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250612-121-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250612-121,ZONE-B,2025-06-12,20.11,16.2,31,ON_TIME,GOOD,True,285,12-24h,2025-06
BA-20250613-002-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250613-002,ZONE-B,2025-06-13,21.36,17.0,46,ON_TIME,GOOD,True,284,12-24h,2025-06
BA-20250613-004-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250613-004,ZONE-B,2025-06-13,30.74,27.9,18,LATE,GOOD,True,284,24-48h,2025-06
BA-20250613-007-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250613-007,ZONE-B,2025-06-13,-4.01,-5.83,15,ON_TIME,GOOD,True,284,0-12h,2025-06
BA-20250613-009-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250613-009,ZONE-A,2025-06-13,135.47,131.6,29,OVERDUE,GOOD,True,284,72h+,2025-06
BA-20250613-012-0001,BOX-00027,RFID-BOS-027,MEDIUM,ORD-20250613-012,ZONE-D,2025-06-13,15.22,13.02,31,ON_TIME,GOOD,True,284,12-24h,2025-06
BA-20250613-014-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250613-014,ZONE-C,2025-06-13,167.97,165.67,28,OVERDUE,GOOD,True,284,72h+,2025-06
BA-20250613-016-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250613-016,ZONE-C,2025-06-13,22.61,19.23,38,ON_TIME,DAMAGED,True,284,12-24h,2025-06
BA-20250613-024-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250613-024,ZONE-B,2025-06-13,16.84,13.9,31,ON_TIME,GOOD,True,284,12-24h,2025-06
