assignment_id,order_id,box_id,rfid_tag,box_type,box_capacity,sequence_number,subsequence,lifecycle_phase,sla_status,assigned_at,dispatched_at,delivered_at,picked_up_at,returned_at,return_condition,turnaround_hours,dispatch_lag_minutes,dwell_hours,days_since_assigned,is_returned,assignment_date
BA-20250605-050-0001,ORD-20250605-050,BOX-00029,RFID-BOS-029,SMALL,2,50,0001,COMPLETED,ON_TIME,2025-06-05 12:59:27,2025-06-05 13:42:26,2025-06-05 14:41:27,2025-06-06 09:14:11,2025-06-06 10:14:11,GOOD,21.25,43,18.55,292,True,2025-06-05
BA-20250605-051-0001,ORD-20250605-051,BOX-00031,RFID-BOS-031,SMALL,2,51,0001,COMPLETED,ON_TIME,2025-06-05 11:02:34,2025-06-05 11:16:05,2025-06-05 11:54:34,2025-06-06 08:19:49,2025-06-06 09:19:49,GOOD,22.29,14,20.42,292,True,2025-06-05
BA-20250605-052-0001,ORD-20250605-052,BOX-00033,RFID-BOS-033,SMALL,2,52,0001,COMPLETED,LATE,2025-06-05 13:21:11,2025-06-05 13:50:19,2025-06-05 14:12:11,2025-06-06 11:20:45,2025-06-06 14:20:45,GOOD,24.99,29,21.13,292,True,2025-06-05
BA-20250605-053-0001,ORD-20250605-053,BOX-00052,RFID-BOS-052,MEDIUM,4,53,0001,COMPLETED,OVERDUE,2025-06-05 18:50:07,2025-06-05 19:25:52,2025-06-05 20:17:07,2025-06-12 09:37:54,2025-06-12 12:37:54,GOOD,161.8,35,157.33,292,True,2025-06-05
BA-20250605-054-0001,ORD-20250605-054,BOX-00054,RFID-BOS-054,MEDIUM,4,54,0001,COMPLETED,ON_TIME,2025-06-05 19:47:34,2025-06-05 20:20:19,2025-06-05 21:00:34,2025-06-06 11:06:08,2025-06-06 13:06:08,GOOD,17.31,33,14.1,292,True,2025-06-05
BA-20250605-055-0001,ORD-20250605-055,BOX-00035,RFID-BOS-035,SMALL,2,55,0001,COMPLETED,ON_TIME,2025-06-05 06:47:47,2025-06-05 07:28:04,2025-06-05 08:08:47,2025-06-05 07:17:40,2025-06-05 10:17:40,GOOD,3.5,41,-0.85,292,True,2025-06-05
BA-20250605-056-0001,ORD-20250605-056,BOX-00037,RFID-BOS-037,SMALL,2,56,0001,COMPLETED,LATE,2025-06-05 18:54:19,2025-06-05 19:08:38,2025-06-05 19:40:19,2025-06-08 09:25:17,2025-06-08 10:25:17,DAMAGED,63.52,14,61.75,292,True,2025-06-05
BA-20250605-057-0001,ORD-20250605-057,BOX-00039,RFID-BOS-039,SMALL,2,57,0001,COMPLETED,ON_TIME,2025-06-05 19:43:13,2025-06-05 20:15:21,2025-06-05 21:09:13,2025-06-05 12:24:18,2025-06-05 13:24:18,GOOD,-6.32,32,-8.75,292,True,2025-06-05
BA-20250605-058-0001,ORD-20250605-058,BOX-00042,RFID-BOS-042,SMALL,2,58,0001,COMPLETED,LATE,2025-06-05 13:44:25,2025-06-05 14:12:27,2025-06-05 14:41:25,2025-06-07 11:17:34,2025-06-07 14:17:34,GOOD,48.55,28,44.6,292,True,2025-06-05
BA-20250605-059-0001,ORD-20250605-059,BOX-00056,RFID-BOS-056,MEDIUM,4,59,0001,COMPLETED,ON_TIME,2025-06-05 18:05:30,2025-06-05 18:44:40,2025-06-05 19:26:30,2025-06-06 06:55:15,2025-06-06 08:55:15,GOOD,14.83,39,11.48,292,True,2025-06-05
BA-20250605-060-0001,ORD-20250605-060,BOX-00045,RFID-BOS-045,SMALL,2,60,0001,COMPLETED,LATE,2025-06-05 11:20:22,2025-06-05 11:39:00,2025-06-05 11:52:22,2025-06-06 11:52:28,2025-06-06 13:52:28,GOOD,26.54,19,24.0,292,True,2025-06-05
BA-20250605-061-0001,ORD-20250605-061,BOX-00053,RFID-BOS-053,SMALL,2,61,0001,COMPLETED,ON_TIME,2025-06-05 18:34:27,2025-06-05 19:11:56,2025-06-05 19:35:27,2025-06-06 11:18:19,2025-06-06 14:18:19,GOOD,19.73,37,15.72,292,True,2025-06-05
BA-20250605-062-0001,ORD-20250605-062,BOX-00057,RFID-BOS-057,MEDIUM,4,62,0001,COMPLETED,ON_TIME,2025-06-05 14:03:27,2025-06-05 14:14:05,2025-06-05 15:00:27,2025-06-06 11:54:11,2025-06-06 13:54:11,GOOD,23.85,11,20.9,292,True,2025-06-05
BA-20250605-063-0001,ORD-20250605-063,BOX-00055,RFID-BOS-055,SMALL,2,63,0001,COMPLETED,LATE,2025-06-05 18:40:38,2025-06-05 19:12:50,2025-06-05 19:34:38,2025-06-07 09:34:14,2025-06-07 10:34:14,GOOD,39.89,32,38.0,292,True,2025-06-05
BA-20250605-064-0001,ORD-20250605-064,BOX-00058,RFID-BOS-058,SMALL,2,64,0001,COMPLETED,ON_TIME,2025-06-05 12:54:11,2025-06-05 13:42:42,2025-06-05 14:47:11,2025-06-06 09:15:59,2025-06-06 12:15:59,GOOD,23.36,48,18.47,292,True,2025-06-05
BA-20250605-065-0001,ORD-20250605-065,BOX-00061,RFID-BOS-061,SMALL,2,65,0001,COMPLETED,LATE,2025-06-05 12:30:37,2025-06-05 12:46:54,2025-06-05 13:25:37,2025-06-06 10:20:06,2025-06-06 13:20:06,GOOD,24.82,16,20.92,292,True,2025-06-05
BA-20250605-066-0001,ORD-20250605-066,BOX-00063,RFID-BOS-063,SMALL,2,66,0001,COMPLETED,LATE,2025-06-05 10:39:40,2025-06-05 11:05:36,2025-06-05 11:40:40,2025-06-08 08:07:53,2025-06-08 09:07:53,GOOD,70.47,26,68.45,292,True,2025-06-05
BA-20250605-067-0001,ORD-20250605-067,BOX-00064,RFID-BOS-064,SMALL,2,67,0001,COMPLETED,ON_TIME,2025-06-05 12:51:01,2025-06-05 13:10:54,2025-06-05 13:40:01,2025-06-05 09:50:04,2025-06-05 12:50:04,GOOD,-0.02,19,-3.83,292,True,2025-06-05
BA-20250605-068-0001,ORD-20250605-068,BOX-00065,RFID-BOS-065,SMALL,2,68,0001,COMPLETED,ON_TIME,2025-06-05 11:50:27,2025-06-05 12:15:50,2025-06-05 12:45:27,2025-06-05 09:44:19,2025-06-05 12:44:19,GOOD,0.9,25,-3.02,292,True,2025-06-05
BA-20250605-069-0001,ORD-20250605-069,BOX-00068,RFID-BOS-068,SMALL,2,69,0001,COMPLETED,LATE,2025-06-05 11:49:12,2025-06-05 12:08:23,2025-06-05 12:36:12,2025-06-06 10:28:47,2025-06-06 13:28:47,NEEDS_CLEANING,25.66,19,21.87,292,True,2025-06-05
BA-20250605-070-0001,ORD-20250605-070,BOX-00060,RFID-BOS-060,MEDIUM,4,70,0001,COMPLETED,ON_TIME,2025-06-05 16:46:37,2025-06-05 17:29:45,2025-06-05 18:05:37,2025-06-06 10:21:30,2025-06-06 13:21:30,GOOD,20.58,43,16.27,292,True,2025-06-05
BA-20250605-071-0001,ORD-20250605-071,BOX-00070,RFID-BOS-070,SMALL,2,71,0001,COMPLETED,ON_TIME,2025-06-05 13:48:10,2025-06-05 13:59:10,2025-06-05 14:12:10,2025-06-06 10:33:19,2025-06-06 13:33:19,GOOD,23.75,11,20.35,292,True,2025-06-05
BA-20250605-072-0001,ORD-20250605-072,BOX-00003,RFID-BOS-003,SMALL,2,72,0001,COMPLETED,ON_TIME,2025-06-05 17:23:09,2025-06-05 17:56:42,2025-06-05 18:31:09,2025-06-06 08:42:57,2025-06-06 09:42:57,GOOD,16.33,33,14.18,292,True,2025-06-05
BA-20250605-073-0001,ORD-20250605-073,BOX-00066,RFID-BOS-066,MEDIUM,4,73,0001,COMPLETED,ON_TIME,2025-06-05 18:42:31,2025-06-05 19:13:44,2025-06-05 19:56:31,2025-06-05 10:46:13,2025-06-05 13:46:13,GOOD,-4.94,31,-9.17,292,True,2025-06-05
BA-20250605-074-0001,ORD-20250605-074,BOX-00004,RFID-BOS-004,SMALL,2,74,0001,COMPLETED,ON_TIME,2025-06-05 21:31:36,2025-06-05 22:21:17,2025-06-05 22:53:36,2025-06-06 08:58:55,2025-06-06 11:58:55,GOOD,14.46,50,10.08,292,True,2025-06-05
BA-20250605-075-0001,ORD-20250605-075,BOX-00005,RFID-BOS-005,SMALL,2,75,0001,COMPLETED,ON_TIME,2025-06-05 10:02:23,2025-06-05 10:41:58,2025-06-05 11:06:23,2025-06-06 06:48:01,2025-06-06 09:48:01,GOOD,23.76,39,19.7,292,True,2025-06-05
BA-20250605-076-0001,ORD-20250605-076,BOX-00006,RFID-BOS-006,SMALL,2,76,0001,COMPLETED,ON_TIME,2025-06-05 13:28:41,2025-06-05 13:50:35,2025-06-05 14:18:41,2025-06-05 11:03:44,2025-06-05 14:03:44,GOOD,0.58,22,-3.25,292,True,2025-06-05
BA-20250605-077-0001,ORD-20250605-077,BOX-00008,RFID-BOS-008,SMALL,2,77,0001,COMPLETED,ON_TIME,2025-06-05 17:25:25,2025-06-05 18:13:06,2025-06-05 18:36:25,2025-06-06 13:31:13,2025-06-06 14:31:13,GOOD,21.1,48,18.92,292,True,2025-06-05
BA-20250605-078-0001,ORD-20250605-078,BOX-00010,RFID-BOS-010,SMALL,2,78,0001,COMPLETED,ON_TIME,2025-06-05 17:57:20,2025-06-05 18:07:17,2025-06-05 18:48:20,2025-06-06 08:05:41,2025-06-06 10:05:41,NEEDS_CLEANING,16.14,10,13.28,292,True,2025-06-05
BA-20250605-079-0001,ORD-20250605-079,BOX-00069,RFID-BOS-069,MEDIUM,4,79,0001,COMPLETED,LATE,2025-06-05 06:39:34,2025-06-05 06:54:22,2025-06-05 07:16:34,2025-06-06 08:21:58,2025-06-06 11:21:58,GOOD,28.71,15,25.08,292,True,2025-06-05
BA-20250605-080-0001,ORD-20250605-080,BOX-00071,RFID-BOS-071,MEDIUM,4,80,0001,COMPLETED,ON_TIME,2025-06-05 19:15:23,2025-06-05 19:34:32,2025-06-05 20:25:23,2025-06-05 08:31:13,2025-06-05 10:31:13,GOOD,-8.74,19,-11.9,292,True,2025-06-05
BA-20250605-081-0001,ORD-20250605-081,BOX-00011,RFID-BOS-011,SMALL,2,81,0001,COMPLETED,ON_TIME,2025-06-05 11:05:37,2025-06-05 11:38:35,2025-06-05 12:14:37,2025-06-05 07:26:36,2025-06-05 09:26:36,GOOD,-1.65,33,-4.8,292,True,2025-06-05
BA-20250605-082-0001,ORD-20250605-082,BOX-00022,RFID-BOS-022,SMALL,2,82,0001,COMPLETED,LATE,2025-06-05 20:16:20,2025-06-05 20:30:06,2025-06-05 21:02:20,2025-06-08 10:34:47,2025-06-08 12:34:47,GOOD,64.31,14,61.53,292,True,2025-06-05
BA-20250605-083-0001,ORD-20250605-083,BOX-00023,RFID-BOS-023,SMALL,2,83,0001,COMPLETED,LATE,2025-06-05 08:47:13,2025-06-05 09:05:21,2025-06-05 09:47:13,2025-06-06 10:13:35,2025-06-06 13:13:35,GOOD,28.44,18,24.43,292,True,2025-06-05
BA-20250605-084-0001,ORD-20250605-084,BOX-00024,RFID-BOS-024,SMALL,2,84,0001,COMPLETED,ON_TIME,2025-06-05 19:48:12,2025-06-05 20:18:14,2025-06-05 20:43:12,2025-06-06 10:08:25,2025-06-06 11:08:25,GOOD,15.34,30,13.42,292,True,2025-06-05
BA-20250605-085-0001,ORD-20250605-085,BOX-00029,RFID-BOS-029,SMALL,2,85,0001,COMPLETED,ON_TIME,2025-06-05 11:26:03,2025-06-05 11:53:37,2025-06-05 12:36:03,2025-06-05 06:13:10,2025-06-05 07:13:10,GOOD,-4.21,27,-6.38,292,True,2025-06-05
BA-20250605-086-0001,ORD-20250605-086,BOX-00031,RFID-BOS-031,SMALL,2,86,0001,COMPLETED,ON_TIME,2025-06-05 16:31:47,2025-06-05 16:48:39,2025-06-05 17:12:47,2025-06-06 07:11:23,2025-06-06 09:11:23,DAMAGED,16.66,17,13.98,292,True,2025-06-05
BA-20250605-087-0001,ORD-20250605-087,BOX-00033,RFID-BOS-033,SMALL,2,87,0001,COMPLETED,LATE,2025-06-05 10:47:33,2025-06-05 10:57:39,2025-06-05 11:26:33,2025-06-06 10:09:34,2025-06-06 13:09:34,GOOD,26.37,10,22.72,292,True,2025-06-05
BA-20250605-088-0001,ORD-20250605-088,BOX-00035,RFID-BOS-035,SMALL,2,88,0001,COMPLETED,ON_TIME,2025-06-05 09:52:23,2025-06-05 10:19:26,2025-06-05 11:08:23,2025-06-05 07:29:30,2025-06-05 08:29:30,GOOD,-1.38,27,-3.65,292,True,2025-06-05
BA-20250605-089-0001,ORD-20250605-089,BOX-00037,RFID-BOS-037,SMALL,2,89,0001,COMPLETED,ON_TIME,2025-06-05 14:23:05,2025-06-05 14:47:17,2025-06-05 15:24:05,2025-06-05 12:32:30,2025-06-05 14:32:30,GOOD,0.16,24,-2.87,292,True,2025-06-05
BA-20250605-090-0001,ORD-20250605-090,BOX-00072,RFID-BOS-072,MEDIUM,4,90,0001,COMPLETED,ON_TIME,2025-06-05 12:26:26,2025-06-05 12:50:04,2025-06-05 13:47:26,2025-06-06 09:50:59,2025-06-06 11:50:59,GOOD,23.41,24,20.05,292,True,2025-06-05
BA-20250605-091-0001,ORD-20250605-091,BOX-00039,RFID-BOS-039,SMALL,2,91,0001,COMPLETED,LATE,2025-06-05 11:55:01,2025-06-05 12:31:21,2025-06-05 12:57:01,2025-06-06 12:06:14,2025-06-06 14:06:14,GOOD,26.19,36,23.15,292,True,2025-06-05
BA-20250605-092-0001,ORD-20250605-092,BOX-00042,RFID-BOS-042,SMALL,2,92,0001,COMPLETED,LATE,2025-06-05 10:38:02,2025-06-05 10:57:16,2025-06-05 11:40:02,2025-06-06 12:59:34,2025-06-06 13:59:34,NEEDS_CLEANING,27.36,19,25.32,292,True,2025-06-05
BA-20250605-093-0001,ORD-20250605-093,BOX-00045,RFID-BOS-045,SMALL,2,93,0001,COMPLETED,ON_TIME,2025-06-05 15:16:56,2025-06-05 15:42:55,2025-06-05 16:12:56,2025-06-06 07:03:58,2025-06-06 09:03:58,GOOD,17.78,26,14.85,292,True,2025-06-05
BA-20250605-094-0001,ORD-20250605-094,BOX-00053,RFID-BOS-053,SMALL,2,94,0001,COMPLETED,ON_TIME,2025-06-05 14:07:54,2025-06-05 14:13:59,2025-06-05 14:45:54,2025-06-05 11:36:47,2025-06-05 12:36:47,GOOD,-1.52,6,-3.15,292,True,2025-06-05
BA-20250605-095-0001,ORD-20250605-095,BOX-00073,RFID-BOS-073,MEDIUM,4,95,0001,COMPLETED,ON_TIME,2025-06-05 21:45:10,2025-06-05 22:10:02,2025-06-05 23:07:10,2025-06-06 08:27:11,2025-06-06 09:27:11,GOOD,11.7,25,9.33,292,True,2025-06-05
BA-20250605-096-0001,ORD-20250605-096,BOX-00055,RFID-BOS-055,SMALL,2,96,0001,COMPLETED,LATE,2025-06-05 06:27:35,2025-06-05 06:45:10,2025-06-05 07:03:35,2025-06-06 11:25:29,2025-06-06 14:25:29,GOOD,31.96,18,28.37,292,True,2025-06-05
BA-20250605-097-0001,ORD-20250605-097,BOX-00058,RFID-BOS-058,SMALL,2,97,0001,COMPLETED,ON_TIME,2025-06-05 18:06:54,2025-06-05 18:38:14,2025-06-05 19:08:54,2025-06-06 08:15:08,2025-06-06 10:15:08,GOOD,16.14,32,13.12,292,True,2025-06-05
BA-20250605-098-0001,ORD-20250605-098,BOX-00061,RFID-BOS-061,SMALL,2,98,0001,COMPLETED,ON_TIME,2025-06-05 12:20:05,2025-06-05 12:36:54,2025-06-05 13:23:05,2025-06-06 08:03:01,2025-06-06 11:03:01,GOOD,22.72,16,18.67,292,True,2025-06-05
BA-20250605-099-0001,ORD-20250605-099,BOX-00063,RFID-BOS-063,SMALL,2,99,0001,COMPLETED,ON_TIME,2025-06-05 16:35:32,2025-06-05 17:16:11,2025-06-05 17:39:32,2025-06-06 11:01:12,2025-06-06 14:01:12,GOOD,21.43,41,17.37,292,True,2025-06-05
BA-20250605-100-0001,ORD-20250605-100,BOX-00064,RFID-BOS-064,SMALL,2,100,0001,COMPLETED,LATE,2025-06-05 12:39:09,2025-06-05 13:01:43,2025-06-05 13:25:09,2025-06-07 09:51:08,2025-06-07 10:51:08,GOOD,46.2,22,44.43,292,True,2025-06-05
BA-20250605-101-0001,ORD-20250605-101,BOX-00076,RFID-BOS-076,MEDIUM,4,101,0001,COMPLETED,ON_TIME,2025-06-05 18:50:14,2025-06-05 19:19:53,2025-06-05 20:33:14,2025-06-06 11:59:14,2025-06-06 12:59:14,DAMAGED,18.15,29,15.43,292,True,2025-06-05
BA-20250605-102-0001,ORD-20250605-102,BOX-00065,RFID-BOS-065,SMALL,2,102,0001,COMPLETED,LATE,2025-06-05 17:10:40,2025-06-05 17:33:05,2025-06-05 18:22:40,2025-06-08 09:07:56,2025-06-08 12:07:56,GOOD,66.95,23,62.75,292,True,2025-06-05
BA-20250605-103-0001,ORD-20250605-103,BOX-00068,RFID-BOS-068,SMALL,2,103,0001,COMPLETED,LATE,2025-06-05 09:01:56,2025-06-05 09:24:08,2025-06-05 09:59:56,2025-06-06 09:59:40,2025-06-06 10:59:40,GOOD,25.96,23,24.0,292,True,2025-06-05
BA-20250605-104-0001,ORD-20250605-104,BOX-00070,RFID-BOS-070,SMALL,2,104,0001,COMPLETED,ON_TIME,2025-06-05 19:38:19,2025-06-05 20:09:58,2025-06-05 20:50:19,2025-06-06 07:57:09,2025-06-06 08:57:09,GOOD,13.31,31,11.12,292,True,2025-06-05
BA-20250605-105-0001,ORD-20250605-105,BOX-00077,RFID-BOS-077,MEDIUM,4,105,0001,COMPLETED,ON_TIME,2025-06-05 21:28:31,2025-06-05 21:54:07,2025-06-05 22:28:31,2025-06-05 11:43:08,2025-06-05 12:43:08,GOOD,-8.76,26,-10.75,292,True,2025-06-05
BA-20250605-106-0001,ORD-20250605-106,BOX-00078,RFID-BOS-078,MEDIUM,4,106,0001,COMPLETED,LATE,2025-06-05 20:19:28,2025-06-05 20:55:17,2025-06-05 21:08:28,2025-06-08 08:30:29,2025-06-08 09:30:29,GOOD,61.18,36,59.37,292,True,2025-06-05
BA-20250605-107-0001,ORD-20250605-107,BOX-00079,RFID-BOS-079,MEDIUM,4,107,0001,COMPLETED,LATE,2025-06-05 10:26:19,2025-06-05 11:02:29,2025-06-05 11:25:19,2025-06-06 09:07:09,2025-06-06 12:07:09,GOOD,25.68,36,21.7,292,True,2025-06-05
BA-20250605-108-0001,ORD-20250605-108,BOX-00003,RFID-BOS-003,SMALL,2,108,0001,COMPLETED,ON_TIME,2025-06-05 20:00:44,2025-06-05 20:37:55,2025-06-05 21:29:44,2025-06-06 07:06:42,2025-06-06 08:06:42,GOOD,12.1,37,9.62,292,True,2025-06-05
BA-20250605-109-0001,ORD-20250605-109,BOX-00004,RFID-BOS-004,SMALL,2,109,0001,COMPLETED,ON_TIME,2025-06-05 21:47:51,2025-06-05 22:26:26,2025-06-05 23:00:51,2025-06-06 06:26:34,2025-06-06 08:26:34,DAMAGED,10.65,39,7.43,292,True,2025-06-05
BA-20250605-110-0001,ORD-20250605-110,BOX-00005,RFID-BOS-005,SMALL,2,110,0001,COMPLETED,ON_TIME,2025-06-05 19:21:15,2025-06-05 19:44:54,2025-06-05 20:18:15,2025-06-06 07:33:27,2025-06-06 08:33:27,GOOD,13.2,23,11.25,292,True,2025-06-05
BA-20250605-111-0001,ORD-20250605-111,BOX-00006,RFID-BOS-006,SMALL,2,111,0001,COMPLETED,ON_TIME,2025-06-05 21:41:06,2025-06-05 21:57:25,2025-06-05 22:45:06,2025-06-06 09:03:05,2025-06-06 10:03:05,GOOD,12.37,16,10.3,292,True,2025-06-05
BA-20250605-112-0001,ORD-20250605-112,BOX-00008,RFID-BOS-008,SMALL,2,112,0001,COMPLETED,LATE,2025-06-05 18:15:49,2025-06-05 19:02:42,2025-06-05 19:17:49,2025-06-08 10:43:45,2025-06-08 11:43:45,DAMAGED,65.47,47,63.43,292,True,2025-06-05
BA-20250605-113-0001,ORD-20250605-113,BOX-00010,RFID-BOS-010,SMALL,2,113,0001,COMPLETED,ON_TIME,2025-06-05 10:33:28,2025-06-05 10:51:58,2025-06-05 11:20:28,2025-06-05 10:30:59,2025-06-05 13:30:59,GOOD,2.96,18,-0.83,292,True,2025-06-05
BA-20250605-114-0001,ORD-20250605-114,BOX-00011,RFID-BOS-011,SMALL,2,114,0001,COMPLETED,LATE,2025-06-05 10:49:06,2025-06-05 10:56:20,2025-06-05 11:19:06,2025-06-06 10:30:53,2025-06-06 11:30:53,GOOD,24.7,7,23.18,292,True,2025-06-05
BA-20250605-115-0001,ORD-20250605-115,BOX-00022,RFID-BOS-022,SMALL,2,115,0001,COMPLETED,ON_TIME,2025-06-05 18:25:28,2025-06-05 18:51:23,2025-06-05 19:17:28,2025-06-05 09:51:18,2025-06-05 12:51:18,GOOD,-5.57,26,-9.43,292,True,2025-06-05
BA-20250605-116-0001,ORD-20250605-116,BOX-00023,RFID-BOS-023,SMALL,2,116,0001,COMPLETED,ON_TIME,2025-06-05 12:24:10,2025-06-05 12:53:59,2025-06-05 13:49:10,2025-06-06 09:48:24,2025-06-06 11:48:24,GOOD,23.4,29,19.98,292,True,2025-06-05
BA-20250606-001-0001,ORD-20250606-001,BOX-00003,RFID-BOS-003,SMALL,2,1,0001,COMPLETED,LATE,2025-06-06 18:29:05,2025-06-06 18:40:57,2025-06-06 19:09:05,2025-06-08 08:24:04,2025-06-08 09:24:04,GOOD,38.92,11,37.25,291,True,2025-06-06
BA-20250606-002-0001,ORD-20250606-002,BOX-00004,RFID-BOS-004,SMALL,2,2,0001,COMPLETED,ON_TIME,2025-06-06 16:28:36,2025-06-06 16:54:40,2025-06-06 17:08:36,2025-06-06 16:01:00,2025-06-06 19:01:00,NEEDS_CLEANING,2.54,26,-1.12,291,True,2025-06-06
BA-20250606-003-0001,ORD-20250606-003,BOX-00007,RFID-BOS-007,MEDIUM,4,3,0001,COMPLETED,LATE,2025-06-06 17:42:45,2025-06-06 18:04:03,2025-06-06 18:36:45,2025-06-08 10:19:35,2025-06-08 12:19:35,GOOD,42.61,22,39.72,291,True,2025-06-06
BA-20250606-004-0001,ORD-20250606-004,BOX-00005,RFID-BOS-005,SMALL,2,4,0001,COMPLETED,ON_TIME,2025-06-06 19:32:20,2025-06-06 19:45:55,2025-06-06 20:35:20,2025-06-07 11:55:07,2025-06-07 12:55:07,GOOD,17.38,13,15.33,291,True,2025-06-06
BA-20250606-005-0001,ORD-20250606-005,BOX-00006,RFID-BOS-006,SMALL,2,5,0001,COMPLETED,ON_TIME,2025-06-06 19:31:48,2025-06-06 19:47:37,2025-06-06 20:10:48,2025-06-06 09:18:50,2025-06-06 12:18:50,GOOD,-7.22,16,-10.87,291,True,2025-06-06
BA-20250606-006-0001,ORD-20250606-006,BOX-00008,RFID-BOS-008,SMALL,2,6,0001,COMPLETED,LATE,2025-06-06 14:29:23,2025-06-06 15:03:24,2025-06-06 15:17:23,2025-06-07 11:41:48,2025-06-07 14:41:48,GOOD,24.21,34,20.4,291,True,2025-06-06
BA-20250606-007-0001,ORD-20250606-007,BOX-00010,RFID-BOS-010,SMALL,2,7,0001,COMPLETED,LATE,2025-06-06 10:31:10,2025-06-06 10:39:46,2025-06-06 11:09:10,2025-06-07 12:33:25,2025-06-07 13:33:25,NEEDS_CLEANING,27.04,8,25.4,291,True,2025-06-06
BA-20250606-008-0001,ORD-20250606-008,BOX-00011,RFID-BOS-011,SMALL,2,8,0001,COMPLETED,ON_TIME,2025-06-06 19:57:13,2025-06-06 20:29:59,2025-06-06 21:13:13,2025-06-07 10:21:13,2025-06-07 12:21:13,GOOD,16.4,32,13.13,291,True,2025-06-06
BA-20250606-009-0001,ORD-20250606-009,BOX-00022,RFID-BOS-022,SMALL,2,9,0001,COMPLETED,ON_TIME,2025-06-06 11:24:59,2025-06-06 11:41:21,2025-06-06 12:09:59,2025-06-06 11:21:49,2025-06-06 13:21:49,GOOD,1.95,17,-0.8,291,True,2025-06-06
BA-20250606-010-0001,ORD-20250606-010,BOX-00023,RFID-BOS-023,SMALL,2,10,0001,COMPLETED,ON_TIME,2025-06-06 13:17:28,2025-06-06 13:55:08,2025-06-06 14:21:28,2025-06-07 11:41:47,2025-06-07 12:41:47,GOOD,23.41,38,21.33,291,True,2025-06-06
BA-20250606-011-0001,ORD-20250606-011,BOX-00024,RFID-BOS-024,SMALL,2,11,0001,COMPLETED,ON_TIME,2025-06-06 18:27:15,2025-06-06 18:40:16,2025-06-06 19:08:15,2025-06-07 10:25:47,2025-06-07 13:25:47,GOOD,18.98,13,15.28,291,True,2025-06-06
BA-20250606-012-0001,ORD-20250606-012,BOX-00029,RFID-BOS-029,SMALL,2,12,0001,COMPLETED,ON_TIME,2025-06-06 17:54:06,2025-06-06 18:06:26,2025-06-06 19:15:06,2025-06-07 11:34:23,2025-06-07 14:34:23,GOOD,20.67,12,16.32,291,True,2025-06-06
BA-20250606-013-0001,ORD-20250606-013,BOX-00031,RFID-BOS-031,SMALL,2,13,0001,COMPLETED,ON_TIME,2025-06-06 23:00:35,2025-06-06 23:24:09,2025-06-06 23:47:35,2025-06-07 08:25:17,2025-06-07 09:25:17,GOOD,10.41,24,8.63,291,True,2025-06-06
BA-20250606-014-0001,ORD-20250606-014,BOX-00019,RFID-BOS-019,MEDIUM,4,14,0001,COMPLETED,ON_TIME,2025-06-06 15:36:11,2025-06-06 16:11:08,2025-06-06 16:55:11,2025-06-07 09:36:14,2025-06-07 11:36:14,GOOD,20.0,35,16.68,291,True,2025-06-06
BA-20250606-015-0001,ORD-20250606-015,BOX-00033,RFID-BOS-033,SMALL,2,15,0001,COMPLETED,LATE,2025-06-06 18:31:03,2025-06-06 19:15:21,2025-06-06 19:37:03,2025-06-09 06:06:44,2025-06-09 09:06:44,GOOD,62.59,44,58.48,291,True,2025-06-06
BA-20250606-016-0001,ORD-20250606-016,BOX-00035,RFID-BOS-035,SMALL,2,16,0001,COMPLETED,ON_TIME,2025-06-06 19:03:27,2025-06-06 19:27:20,2025-06-06 20:11:27,2025-06-07 11:41:21,2025-06-07 12:41:21,GOOD,17.63,24,15.5,291,True,2025-06-06
BA-20250606-017-0001,ORD-20250606-017,BOX-00037,RFID-BOS-037,SMALL,2,17,0001,COMPLETED,ON_TIME,2025-06-06 18:59:54,2025-06-06 19:16:47,2025-06-06 19:31:54,2025-06-07 08:23:48,2025-06-07 09:23:48,GOOD,14.4,17,12.87,291,True,2025-06-06
BA-20250606-018-0001,ORD-20250606-018,BOX-00039,RFID-BOS-039,SMALL,2,18,0001,COMPLETED,ON_TIME,2025-06-06 18:26:39,2025-06-06 18:55:35,2025-06-06 19:28:39,2025-06-06 11:14:11,2025-06-06 12:14:11,GOOD,-6.21,29,-8.23,291,True,2025-06-06
BA-20250606-019-0001,ORD-20250606-019,BOX-00042,RFID-BOS-042,SMALL,2,19,0001,COMPLETED,OVERDUE,2025-06-06 11:32:50,2025-06-06 11:59:54,2025-06-06 12:13:50,2025-06-09 11:44:50,2025-06-09 12:44:50,GOOD,73.2,27,71.52,291,True,2025-06-06
BA-20250606-020-0001,ORD-20250606-020,BOX-00045,RFID-BOS-045,SMALL,2,20,0001,COMPLETED,ON_TIME,2025-06-06 15:17:34,2025-06-06 15:26:14,2025-06-06 15:59:34,2025-06-07 10:17:05,2025-06-07 11:17:05,NEEDS_CLEANING,19.99,9,18.3,291,True,2025-06-06
BA-20250606-021-0001,ORD-20250606-021,BOX-00025,RFID-BOS-025,MEDIUM,4,21,0001,COMPLETED,ON_TIME,2025-06-06 14:40:37,2025-06-06 14:57:38,2025-06-06 15:28:37,2025-06-07 06:38:49,2025-06-07 07:38:49,GOOD,16.97,17,15.17,291,True,2025-06-06
