maintenance_id,box_id,rfid_tag,box_type,maintenance_type,start_date,end_date,maintenance_date,year_month,notes,cost,downtime_hours,cumulative_cost_per_box,maintenance_sequence,box_total_assignments,cost_per_assignment
MAINT-00146,BOX-00064,RFID-BOS-064,SMALL,INSPECTION,2025-06-07 10:24:02,2025-06-07 14:24:02,2025-06-07,2025-06,Post-return inspection after 15 uses,10.0,4.0,36.82,4,33,0.303
MAINT-00139,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-07 10:28:27,2025-06-08 10:28:27,2025-06-07,2025-06,Post-return repair after 18 uses,26.74,24.0,72.21,4,101,0.2648
MAINT-00159,BOX-00052,RFID-BOS-052,MEDIUM,CLEANING,2025-06-07 10:30:19,2025-06-07 12:30:19,2025-06-07,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,15,0.1667
MAINT-00154,BOX-00029,RFID-BOS-029,SMALL,REPAIR,2025-06-07 10:38:23,2025-06-08 10:38:23,2025-06-07,2025-06,Post-return repair after 18 uses,45.81,24.0,96.48,6,61,0.751
MAINT-00151,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-07 11:21:39,2025-06-07 13:21:39,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,67.06,6,60,0.0417
MAINT-00153,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-07 11:33:48,2025-06-07 13:33:48,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,78.86,6,64,0.0391
MAINT-00098,BOX-00004,RFID-BOS-004,SMALL,INSPECTION,2025-06-07 11:44:57,2025-06-07 15:44:57,2025-06-07,2025-06,Post-return inspection after 15 uses,10.0,4.0,31.69,4,54,0.1852
MAINT-00147,BOX-00065,RFID-BOS-065,SMALL,REPAIR,2025-06-07 12:30:21,2025-06-08 12:30:21,2025-06-07,2025-06,Post-return repair after 15 uses,11.81,24.0,66.58,4,34,0.3474
MAINT-00164,BOX-00033,RFID-BOS-033,SMALL,REPAIR,2025-06-07 12:31:55,2025-06-08 12:31:55,2025-06-07,2025-06,Post-return repair after 19 uses,26.55,24.0,89.42,5,41,0.6476
MAINT-00138,BOX-00004,RFID-BOS-004,SMALL,REPAIR,2025-06-07 12:48:11,2025-06-08 12:48:11,2025-06-07,2025-06,Post-return repair after 20 uses,44.6,24.0,76.29,5,54,0.8259
MAINT-00156,BOX-00043,RFID-BOS-043,MEDIUM,CLEANING,2025-06-07 13:13:31,2025-06-07 15:13:31,2025-06-07,2025-06,Post-return cleaning after 5 uses,2.5,2.0,43.26,2,25,0.1
MAINT-00135,BOX-00058,RFID-BOS-058,SMALL,INSPECTION,2025-06-07 13:38:23,2025-06-07 17:38:23,2025-06-07,2025-06,Post-return inspection after 15 uses,10.0,4.0,15.0,3,49,0.2041
MAINT-00162,BOX-00011,RFID-BOS-011,SMALL,CLEANING,2025-06-07 13:47:10,2025-06-07 15:47:10,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,37.56,6,31,0.0806
MAINT-00157,BOX-00068,RFID-BOS-068,SMALL,REPAIR,2025-06-07 13:48:35,2025-06-08 13:48:35,2025-06-07,2025-06,Post-return repair after 16 uses,36.49,24.0,80.02,5,23,1.5865
MAINT-00193,BOX-00004,RFID-BOS-004,SMALL,REPAIR,2025-06-07 13:54:35,2025-06-08 13:54:35,2025-06-07,2025-06,Post-return repair after 27 uses,17.52,24.0,93.81,6,54,0.3244
MAINT-00158,BOX-00008,RFID-BOS-008,SMALL,REPAIR,2025-06-07 14:00:55,2025-06-08 14:00:55,2025-06-07,2025-06,Post-return repair after 21 uses,16.03,24.0,28.53,3,32,0.5009
MAINT-00165,BOX-00053,RFID-BOS-053,SMALL,REPAIR,2025-06-07 14:12:40,2025-06-08 14:12:40,2025-06-07,2025-06,Post-return repair after 19 uses,41.54,24.0,142.46,6,26,1.5977
MAINT-00149,BOX-00070,RFID-BOS-070,SMALL,INSPECTION,2025-06-07 14:15:10,2025-06-07 18:15:10,2025-06-07,2025-06,Post-return inspection after 15 uses,10.0,4.0,84.85,4,60,0.1667
MAINT-00096,BOX-00025,RFID-BOS-025,MEDIUM,CLEANING,2025-06-07 14:15:51,2025-06-07 16:15:51,2025-06-07,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,41,0.061
MAINT-00075,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-07 14:59:27,2025-06-07 16:59:27,2025-06-07,2025-06,Post-return cleaning after 10 uses,2.5,2.0,15.0,3,71,0.0352
MAINT-00166,BOX-00024,RFID-BOS-024,SMALL,CLEANING,2025-06-07 15:23:44,2025-06-07 17:23:44,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,17.5,4,49,0.051
MAINT-00084,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-07 15:28:23,2025-06-07 17:28:23,2025-06-07,2025-06,Post-return cleaning after 10 uses,2.5,2.0,81.22,6,88,0.0284
MAINT-00152,BOX-00008,RFID-BOS-008,SMALL,CLEANING,2025-06-07 15:39:11,2025-06-07 17:39:11,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,31.03,4,32,0.0781
MAINT-00187,BOX-00061,RFID-BOS-061,SMALL,CLEANING,2025-06-07 15:45:17,2025-06-07 17:45:17,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,7.5,3,44,0.0568
MAINT-00141,BOX-00033,RFID-BOS-033,SMALL,REPAIR,2025-06-07 16:08:33,2025-06-08 16:08:33,2025-06-07,2025-06,Post-return repair after 17 uses,15.44,24.0,104.86,6,41,0.3766
MAINT-00168,BOX-00031,RFID-BOS-031,SMALL,CLEANING,2025-06-07 16:19:36,2025-06-07 18:19:36,2025-06-07,2025-06,Post-return cleaning after 20 uses,2.5,2.0,48.21,4,32,0.0781
MAINT-00186,BOX-00045,RFID-BOS-045,SMALL,REPAIR,2025-06-08 07:54:57,2025-06-09 07:54:57,2025-06-08,2025-06,Post-return repair after 22 uses,45.94,24.0,88.87,4,69,0.6658
MAINT-00191,BOX-00068,RFID-BOS-068,SMALL,CLEANING,2025-06-08 08:13:32,2025-06-08 10:13:32,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,82.52,6,23,0.1087
MAINT-00143,BOX-00058,RFID-BOS-058,SMALL,REPAIR,2025-06-08 09:38:47,2025-06-09 09:38:47,2025-06-08,2025-06,Post-return repair after 16 uses,32.22,24.0,47.22,4,49,0.6576
MAINT-00173,BOX-00042,RFID-BOS-042,SMALL,CLEANING,2025-06-08 09:39:28,2025-06-08 11:39:28,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,17.5,4,30,0.0833
MAINT-00144,BOX-00061,RFID-BOS-061,SMALL,INSPECTION,2025-06-08 09:43:20,2025-06-08 13:43:20,2025-06-08,2025-06,Post-return inspection after 15 uses,10.0,4.0,17.5,4,44,0.2273
MAINT-00169,BOX-00033,RFID-BOS-033,SMALL,CLEANING,2025-06-08 10:24:04,2025-06-08 12:24:04,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,107.36,7,41,0.061
MAINT-00189,BOX-00064,RFID-BOS-064,SMALL,REPAIR,2025-06-08 10:36:49,2025-06-09 10:36:49,2025-06-08,2025-06,Post-return repair after 20 uses,25.55,24.0,62.37,5,33,0.7742
MAINT-00010,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-08 10:48:08,2025-06-09 10:48:08,2025-06-08,2025-06,Post-return repair after 2 uses,45.31,24.0,60.31,4,97,0.4671
MAINT-00111,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-08 10:55:17,2025-06-09 10:55:17,2025-06-08,2025-06,Post-return repair after 14 uses,41.12,24.0,101.43,5,97,0.4239
MAINT-00198,BOX-00029,RFID-BOS-029,SMALL,REPAIR,2025-06-08 10:59:07,2025-06-09 10:59:07,2025-06-08,2025-06,Post-return repair after 24 uses,39.29,24.0,135.77,7,61,0.6441
MAINT-00180,BOX-00068,RFID-BOS-068,SMALL,REPAIR,2025-06-08 11:15:14,2025-06-09 11:15:14,2025-06-08,2025-06,Post-return repair after 19 uses,6.64,24.0,89.16,7,23,0.2887
MAINT-00177,BOX-00004,RFID-BOS-004,SMALL,CLEANING,2025-06-08 11:26:17,2025-06-08 13:26:17,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,96.31,7,54,0.0463
MAINT-00196,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-08 11:29:06,2025-06-08 13:29:06,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,74.71,5,101,0.0248
MAINT-00171,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-08 11:37:42,2025-06-08 13:37:42,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,103.93,6,97,0.0258
MAINT-00108,BOX-00010,RFID-BOS-010,SMALL,INSPECTION,2025-06-08 11:41:52,2025-06-08 15:41:52,2025-06-08,2025-06,Post-return inspection after 15 uses,10.0,4.0,88.86,7,64,0.1563
MAINT-00194,BOX-00008,RFID-BOS-008,SMALL,REPAIR,2025-06-08 11:56:50,2025-06-09 11:56:50,2025-06-08,2025-06,Post-return repair after 26 uses,28.26,24.0,59.29,5,32,0.8831
MAINT-00130,BOX-00008,RFID-BOS-008,SMALL,REPAIR,2025-06-08 12:13:45,2025-06-09 12:13:45,2025-06-08,2025-06,Post-return repair after 17 uses,37.48,24.0,96.77,6,32,1.1712
MAINT-00182,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-08 12:21:05,2025-06-08 14:21:05,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,69.56,7,60,0.0417
MAINT-00170,BOX-00035,RFID-BOS-035,SMALL,CLEANING,2025-06-08 12:48:46,2025-06-08 14:48:46,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,60.27,5,66,0.0379
MAINT-00131,BOX-00007,RFID-BOS-007,MEDIUM,REPAIR,2025-06-08 12:49:35,2025-06-09 12:49:35,2025-06-08,2025-06,Post-return repair after 6 uses,10.33,24.0,12.83,2,47,0.2198
MAINT-00163,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-08 12:59:34,2025-06-08 14:59:34,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,77.21,6,101,0.0248
MAINT-00114,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-08 13:04:47,2025-06-08 17:04:47,2025-06-08,2025-06,Post-return inspection after 15 uses,10.0,4.0,87.21,7,101,0.099
MAINT-00172,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-08 13:23:26,2025-06-09 13:23:26,2025-06-08,2025-06,Post-return repair after 20 uses,33.69,24.0,48.69,4,71,0.4745
MAINT-00213,BOX-00053,RFID-BOS-053,SMALL,CLEANING,2025-06-08 13:35:25,2025-06-08 15:35:25,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,144.96,7,26,0.0962
MAINT-00145,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-08 13:36:20,2025-06-08 17:36:20,2025-06-08,2025-06,Post-return inspection after 15 uses,10.0,4.0,36.34,4,103,0.0971
MAINT-00192,BOX-00070,RFID-BOS-070,SMALL,CLEANING,2025-06-08 13:38:13,2025-06-08 15:38:13,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,87.35,5,60,0.0417
MAINT-00175,BOX-00053,RFID-BOS-053,SMALL,CLEANING,2025-06-08 13:51:20,2025-06-08 15:51:20,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,147.46,8,26,0.0962
MAINT-00155,BOX-00061,RFID-BOS-061,SMALL,REPAIR,2025-06-08 13:55:25,2025-06-09 13:55:25,2025-06-08,2025-06,Post-return repair after 16 uses,41.12,24.0,58.62,5,44,0.9345
MAINT-00199,BOX-00031,RFID-BOS-031,SMALL,REPAIR,2025-06-08 15:14:06,2025-06-09 15:14:06,2025-06-08,2025-06,Post-return repair after 24 uses,43.85,24.0,92.06,5,32,1.3703
MAINT-00188,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-08 15:30:15,2025-06-08 17:30:15,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,38.84,5,103,0.0243
MAINT-00185,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-08 15:45:30,2025-06-08 17:45:30,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,91.36,8,64,0.0391
MAINT-00181,BOX-00005,RFID-BOS-005,SMALL,CLEANING,2025-06-08 15:48:01,2025-06-08 17:48:01,2025-06-08,2025-06,Post-return cleaning after 25 uses,2.5,2.0,60.11,4,35,0.0714
MAINT-00190,BOX-00065,RFID-BOS-065,SMALL,CLEANING,2025-06-08 17:18:05,2025-06-08 19:18:05,2025-06-08,2025-06,Post-return cleaning after 20 uses,2.5,2.0,69.08,5,34,0.0735
MAINT-00211,BOX-00042,RFID-BOS-042,SMALL,CLEANING,2025-06-09 07:35:00,2025-06-09 09:35:00,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,20.0,5,30,0.0833
MAINT-00216,BOX-00005,RFID-BOS-005,SMALL,INSPECTION,2025-06-09 10:06:28,2025-06-09 14:06:28,2025-06-09,2025-06,Post-return inspection after 30 uses,10.0,4.0,70.11,5,35,0.2857
MAINT-00179,BOX-00058,RFID-BOS-058,SMALL,CLEANING,2025-06-09 10:21:09,2025-06-09 12:21:09,2025-06-09,2025-06,Post-return cleaning after 20 uses,2.5,2.0,49.72,5,49,0.051
MAINT-00206,BOX-00004,RFID-BOS-004,SMALL,INSPECTION,2025-06-09 10:36:25,2025-06-09 14:36:25,2025-06-09,2025-06,Post-return inspection after 30 uses,10.0,4.0,106.31,8,54,0.1852
MAINT-00210,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-09 10:38:11,2025-06-09 12:38:11,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,51.19,5,71,0.0352
MAINT-00247,BOX-00066,RFID-BOS-066,MEDIUM,CLEANING,2025-06-09 10:38:28,2025-06-09 12:38:28,2025-06-09,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,10,0.25
MAINT-00214,BOX-00058,RFID-BOS-058,SMALL,REPAIR,2025-06-09 10:51:58,2025-06-10 10:51:58,2025-06-09,2025-06,Post-return repair after 24 uses,49.75,24.0,99.47,6,49,1.0153
MAINT-00020,BOX-00008,RFID-BOS-008,SMALL,CLEANING,2025-06-09 11:07:01,2025-06-09 13:07:01,2025-06-09,2025-06,Post-return cleaning after 5 uses,2.5,2.0,99.27,7,32,0.0781
MAINT-00061,BOX-00005,RFID-BOS-005,SMALL,CLEANING,2025-06-09 11:46:57,2025-06-09 13:46:57,2025-06-09,2025-06,Post-return cleaning after 10 uses,2.5,2.0,72.61,6,35,0.0714
MAINT-00178,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-09 11:50:18,2025-06-09 13:50:18,2025-06-09,2025-06,Post-return cleaning after 20 uses,2.5,2.0,83.72,7,88,0.0284
MAINT-00174,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-09 11:50:51,2025-06-09 13:50:51,2025-06-09,2025-06,Post-return cleaning after 20 uses,2.5,2.0,91.37,5,69,0.0362
MAINT-00241,BOX-00029,RFID-BOS-029,SMALL,INSPECTION,2025-06-09 11:52:28,2025-06-09 15:52:28,2025-06-09,2025-06,Post-return inspection after 30 uses,10.0,4.0,145.77,8,61,0.1639
MAINT-00207,BOX-00033,RFID-BOS-033,SMALL,CLEANING,2025-06-09 12:36:34,2025-06-09 14:36:34,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,109.86,8,41,0.061
MAINT-00231,BOX-00061,RFID-BOS-061,SMALL,CLEANING,2025-06-09 12:52:25,2025-06-09 14:52:25,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,61.12,6,44,0.0568
MAINT-00234,BOX-00065,RFID-BOS-065,SMALL,REPAIR,2025-06-09 13:15:01,2025-06-10 13:15:01,2025-06-09,2025-06,Post-return repair after 25 uses,6.46,24.0,75.54,6,34,0.19
MAINT-00197,BOX-00024,RFID-BOS-024,SMALL,CLEANING,2025-06-09 13:29:33,2025-06-09 15:29:33,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,20.0,5,49,0.051
MAINT-00200,BOX-00024,RFID-BOS-024,SMALL,REPAIR,2025-06-09 13:39:01,2025-06-10 13:39:01,2025-06-09,2025-06,Post-return repair after 26 uses,25.85,24.0,45.85,6,49,0.5276
MAINT-00137,BOX-00003,RFID-BOS-003,SMALL,REPAIR,2025-06-09 13:48:13,2025-06-10 13:48:13,2025-06-09,2025-06,Post-return repair after 20 uses,30.76,24.0,87.14,5,34,0.9047
MAINT-00212,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-09 13:53:32,2025-06-09 15:53:32,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,93.87,6,69,0.0362
MAINT-00133,BOX-00053,RFID-BOS-053,SMALL,REPAIR,2025-06-09 13:54:06,2025-06-10 13:54:06,2025-06-09,2025-06,Post-return repair after 16 uses,32.94,24.0,180.4,9,26,1.2669
MAINT-00205,BOX-00003,RFID-BOS-003,SMALL,INSPECTION,2025-06-09 13:59:29,2025-06-09 17:59:29,2025-06-09,2025-06,Post-return inspection after 30 uses,10.0,4.0,97.14,6,34,0.2941
MAINT-00136,BOX-00068,RFID-BOS-068,SMALL,REPAIR,2025-06-09 14:22:53,2025-06-10 14:22:53,2025-06-09,2025-06,Post-return repair after 14 uses,24.36,24.0,113.52,8,23,1.0591
MAINT-00208,BOX-00035,RFID-BOS-035,SMALL,CLEANING,2025-06-09 15:46:39,2025-06-09 17:46:39,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,62.77,6,66,0.0379
MAINT-00203,BOX-00061,RFID-BOS-061,SMALL,REPAIR,2025-06-09 16:20:13,2025-06-10 16:20:13,2025-06-09,2025-06,Post-return repair after 22 uses,42.73,24.0,103.85,7,44,0.9711
MAINT-00239,BOX-00054,RFID-BOS-054,MEDIUM,REPAIR,2025-06-09 18:04:41,2025-06-10 18:04:41,2025-06-09,2025-06,Post-return repair after 6 uses,22.38,24.0,24.88,2,23,0.973
MAINT-00233,BOX-00064,RFID-BOS-064,SMALL,CLEANING,2025-06-09 18:30:30,2025-06-09 20:30:30,2025-06-09,2025-06,Post-return cleaning after 25 uses,2.5,2.0,64.87,6,33,0.0758
MAINT-00258,BOX-00045,RFID-BOS-045,SMALL,INSPECTION,2025-06-10 07:56:45,2025-06-10 11:56:45,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,103.87,7,69,0.1449
MAINT-00223,BOX-00058,RFID-BOS-058,SMALL,CLEANING,2025-06-10 08:53:52,2025-06-10 10:53:52,2025-06-10,2025-06,Post-return cleaning after 25 uses,2.5,2.0,101.97,7,49,0.051
MAINT-00246,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-10 09:28:56,2025-06-11 09:28:56,2025-06-10,2025-06,Post-return repair after 29 uses,29.95,24.0,81.14,6,71,0.4218
MAINT-00235,BOX-00070,RFID-BOS-070,SMALL,CLEANING,2025-06-10 09:44:00,2025-06-10 11:44:00,2025-06-10,2025-06,Post-return cleaning after 25 uses,2.5,2.0,89.85,6,60,0.0417
MAINT-00229,BOX-00040,RFID-BOS-040,MEDIUM,REPAIR,2025-06-10 09:44:42,2025-06-11 09:44:42,2025-06-10,2025-06,Post-return repair after 8 uses,40.48,24.0,42.98,2,39,1.0379
MAINT-00281,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-10 10:27:03,2025-06-10 12:27:03,2025-06-10,2025-06,Post-return cleaning after 40 uses,2.5,2.0,72.06,8,60,0.0417
MAINT-00249,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-10 10:48:05,2025-06-10 12:48:05,2025-06-10,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,116,0.0216
MAINT-00226,BOX-00011,RFID-BOS-011,SMALL,INSPECTION,2025-06-10 10:48:26,2025-06-10 14:48:26,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,47.56,7,31,0.3226
MAINT-00219,BOX-00010,RFID-BOS-010,SMALL,INSPECTION,2025-06-10 11:00:26,2025-06-10 15:00:26,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,101.36,9,64,0.1563
MAINT-00225,BOX-00064,RFID-BOS-064,SMALL,REPAIR,2025-06-10 11:03:14,2025-06-11 11:03:14,2025-06-10,2025-06,Post-return repair after 24 uses,8.58,24.0,73.45,7,33,0.26
MAINT-00276,BOX-00054,RFID-BOS-054,MEDIUM,REPAIR,2025-06-10 11:03:42,2025-06-11 11:03:42,2025-06-10,2025-06,Post-return repair after 7 uses,20.82,24.0,45.7,3,23,0.9052
MAINT-00238,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-10 11:08:21,2025-06-11 11:08:21,2025-06-10,2025-06,Post-return repair after 28 uses,35.7,24.0,139.63,7,97,0.368
MAINT-00230,BOX-00058,RFID-BOS-058,SMALL,REPAIR,2025-06-10 11:08:53,2025-06-11 11:08:53,2025-06-10,2025-06,Post-return repair after 26 uses,19.21,24.0,121.18,8,49,0.392
MAINT-00243,BOX-00033,RFID-BOS-033,SMALL,REPAIR,2025-06-10 11:11:17,2025-06-11 11:11:17,2025-06-10,2025-06,Post-return repair after 29 uses,39.17,24.0,149.03,9,41,0.9554
MAINT-00140,BOX-00031,RFID-BOS-031,SMALL,REPAIR,2025-06-10 11:13:49,2025-06-11 11:13:49,2025-06-10,2025-06,Post-return repair after 17 uses,35.92,24.0,127.98,6,32,1.1225
MAINT-00224,BOX-00061,RFID-BOS-061,SMALL,REPAIR,2025-06-10 12:00:45,2025-06-11 12:00:45,2025-06-10,2025-06,Post-return repair after 24 uses,14.0,24.0,117.85,8,44,0.3182
MAINT-00250,BOX-00071,RFID-BOS-071,MEDIUM,CLEANING,2025-06-10 12:31:46,2025-06-10 14:31:46,2025-06-10,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,38,0.0658
MAINT-00254,BOX-00033,RFID-BOS-033,SMALL,INSPECTION,2025-06-10 12:44:00,2025-06-10 16:44:00,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,159.03,10,41,0.2439
MAINT-00237,BOX-00029,RFID-BOS-029,SMALL,REPAIR,2025-06-10 12:48:39,2025-06-11 12:48:39,2025-06-10,2025-06,Post-return repair after 29 uses,34.41,24.0,180.18,9,61,0.5641
MAINT-00222,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-10 12:52:18,2025-06-10 14:52:18,2025-06-10,2025-06,Post-return cleaning after 25 uses,2.5,2.0,86.22,8,88,0.0284
MAINT-00218,BOX-00008,RFID-BOS-008,SMALL,INSPECTION,2025-06-10 12:58:15,2025-06-10 16:58:15,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,109.27,8,32,0.3125
MAINT-00261,BOX-00025,RFID-BOS-025,MEDIUM,REPAIR,2025-06-10 13:11:29,2025-06-11 13:11:29,2025-06-10,2025-06,Post-return repair after 10 uses,23.79,24.0,26.29,2,41,0.5802
MAINT-00228,BOX-00024,RFID-BOS-024,SMALL,REPAIR,2025-06-10 13:40:14,2025-06-11 13:40:14,2025-06-10,2025-06,Post-return repair after 29 uses,39.93,24.0,85.78,7,49,0.8149
MAINT-00232,BOX-00063,RFID-BOS-063,SMALL,REPAIR,2025-06-10 13:40:40,2025-06-11 13:40:40,2025-06-10,2025-06,Post-return repair after 25 uses,11.27,24.0,50.11,6,103,0.1094
MAINT-00245,BOX-00060,RFID-BOS-060,MEDIUM,REPAIR,2025-06-10 13:59:21,2025-06-11 13:59:21,2025-06-10,2025-06,Post-return repair after 5 uses,31.16,24.0,80.41,2,7,4.4514
MAINT-00183,BOX-00030,RFID-BOS-030,MEDIUM,REPAIR,2025-06-10 14:10:29,2025-06-11 14:10:29,2025-06-10,2025-06,Post-return repair after 7 uses,11.36,24.0,90.63,4,29,0.3917
MAINT-00244,BOX-00057,RFID-BOS-057,MEDIUM,CLEANING,2025-06-10 14:28:16,2025-06-10 16:28:16,2025-06-10,2025-06,Post-return cleaning after 5 uses,2.5,2.0,20.33,2,37,0.0676
MAINT-00227,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-10 14:46:33,2025-06-10 18:46:33,2025-06-10,2025-06,Post-return inspection after 30 uses,10.0,4.0,97.21,8,101,0.099
MAINT-00287,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-10 14:52:57,2025-06-10 16:52:57,2025-06-10,2025-06,Post-return cleaning after 35 uses,2.5,2.0,106.37,8,69,0.0362
MAINT-00184,BOX-00008,RFID-BOS-008,SMALL,REPAIR,2025-06-10 15:08:13,2025-06-11 15:08:13,2025-06-10,2025-06,Post-return repair after 25 uses,12.57,24.0,121.84,9,32,0.3928
MAINT-00240,BOX-00004,RFID-BOS-004,SMALL,CLEANING,2025-06-10 15:57:02,2025-06-10 17:57:02,2025-06-10,2025-06,Post-return cleaning after 35 uses,2.5,2.0,108.81,9,54,0.0463
MAINT-00267,BOX-00038,RFID-BOS-038,MEDIUM,CLEANING,2025-06-11 09:38:55,2025-06-11 11:38:55,2025-06-11,2025-06,Post-return cleaning after 10 uses,2.5,2.0,48.6,3,12,0.2083
MAINT-00202,BOX-00031,RFID-BOS-031,SMALL,CLEANING,2025-06-11 09:58:51,2025-06-11 11:58:51,2025-06-11,2025-06,Post-return cleaning after 25 uses,2.5,2.0,130.48,7,32,0.0781
MAINT-00201,BOX-00029,RFID-BOS-029,SMALL,REPAIR,2025-06-11 10:13:32,2025-06-12 10:13:32,2025-06-11,2025-06,Post-return repair after 25 uses,46.84,24.0,227.02,10,61,0.7679
MAINT-00297,BOX-00029,RFID-BOS-029,SMALL,CLEANING,2025-06-11 10:18:39,2025-06-11 12:18:39,2025-06-11,2025-06,Post-return cleaning after 40 uses,2.5,2.0,229.52,11,61,0.041
MAINT-00277,BOX-00029,RFID-BOS-029,SMALL,CLEANING,2025-06-11 10:19:52,2025-06-11 12:19:52,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,232.02,12,61,0.041
MAINT-00283,BOX-00033,RFID-BOS-033,SMALL,CLEANING,2025-06-11 10:34:47,2025-06-11 12:34:47,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,161.53,11,41,0.061
MAINT-00275,BOX-00004,RFID-BOS-004,SMALL,CLEANING,2025-06-11 10:38:31,2025-06-11 12:38:31,2025-06-11,2025-06,Post-return cleaning after 40 uses,2.5,2.0,111.31,10,54,0.0463
MAINT-00262,BOX-00055,RFID-BOS-055,SMALL,INSPECTION,2025-06-11 10:41:10,2025-06-11 14:41:10,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,96.22,9,88,0.1136
MAINT-00285,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-11 11:21:59,2025-06-11 13:21:59,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,142.13,8,97,0.0258
MAINT-00064,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-11 11:35:56,2025-06-11 13:35:56,2025-06-11,2025-06,Post-return cleaning after 10 uses,2.5,2.0,103.86,10,64,0.0391
MAINT-00251,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-11 11:42:41,2025-06-11 13:42:41,2025-06-11,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,50,0.05
