order_id,customer_id,address_id,order_date,order_timestamp,order_hour,order_status,order_amount,distinct_items,total_quantity,boxes_used,ctt_max_subsequence,is_multi_box_order,payment_status,payment_method,payment_amount,overall_rating,food_rating,delivery_rating,box_condition_rating,has_feedback
ORD-20250611-064,CUST-01810,ADDR-00342,2025-06-11,2025-06-11 11:38:13,11,DELIVERED,23.97,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,23.97,,,,,False
ORD-20250611-065,CUST-00686,ADDR-00439,2025-06-11,2025-06-11 15:14:32,15,DELIVERED,11.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,11.49,,,,,False
ORD-20250611-066,CUST-01612,ADDR-00192,2025-06-11,2025-06-11 20:08:28,20,DELIVERED,39.97,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,39.97,,,,,False
ORD-20250611-067,CUST-01814,ADDR-00120,2025-06-11,2025-06-11 16:11:05,16,DELIVERED,28.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,28.98,,,,,False
ORD-20250611-068,CUST-01732,ADDR-00446,2025-06-11,2025-06-11 07:57:22,7,DELIVERED,46.45,5,5.0,1,1,False,SUCCESS,SUBSCRIPTION,46.45,,,,,False
ORD-20250611-069,CUST-00889,ADDR-00397,2025-06-11,2025-06-11 12:53:57,12,DELIVERED,16.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,16.99,,,,,False
ORD-20250611-071,CUST-01922,ADDR-00357,2025-06-11,2025-06-11 18:57:39,18,DELIVERED,19.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,19.98,,,,,False
ORD-20250611-072,CUST-01332,ADDR-00214,2025-06-11,2025-06-11 07:21:00,7,DELIVERED,24.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,24.98,,,,,False
ORD-20250611-073,CUST-01204,ADDR-00343,2025-06-11,2025-06-11 19:19:21,19,DELIVERED,17.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,17.97,,,,,False
ORD-20250611-076,CUST-00718,ADDR-00358,2025-06-11,2025-06-11 15:20:13,15,DELIVERED,32.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,32.48,,,,,False
ORD-20250611-077,CUST-00362,ADDR-00380,2025-06-11,2025-06-11 11:30:40,11,DELIVERED,40.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,40.47,,,,,False
ORD-20250611-080,CUST-01625,ADDR-00044,2025-06-11,2025-06-11 20:17:39,20,DELIVERED,15.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,15.49,,,,,False
ORD-20250611-081,CUST-00248,ADDR-00212,2025-06-11,2025-06-11 09:55:42,9,DELIVERED,34.96,4,4.0,1,1,False,SUCCESS,DEBIT_CARD,34.96,,,,,False
ORD-20250611-082,CUST-00194,ADDR-00218,2025-06-11,2025-06-11 10:32:27,10,DELIVERED,38.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,38.96,,,,,False
ORD-20250611-086,CUST-00765,ADDR-00348,2025-06-11,2025-06-11 17:33:31,17,DELIVERED,42.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,42.47,,,,,False
ORD-20250611-090,CUST-00808,ADDR-00467,2025-06-11,2025-06-11 18:45:51,18,DELIVERED,53.45,5,5.0,1,1,False,SUCCESS,SUBSCRIPTION,53.45,,,,,False
ORD-20250611-091,CUST-01722,ADDR-00359,2025-06-11,2025-06-11 13:16:55,13,DELIVERED,35.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,35.47,,,,,False
ORD-20250611-092,CUST-00890,ADDR-00129,2025-06-11,2025-06-11 13:46:53,13,DELIVERED,12.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,12.99,,,,,False
ORD-20250611-093,CUST-01536,ADDR-00492,2025-06-11,2025-06-11 19:29:10,19,DELIVERED,38.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,38.97,,,,,False
ORD-20250611-095,CUST-00133,ADDR-00303,2025-06-11,2025-06-11 12:43:17,12,DELIVERED,23.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,23.98,,,,,False
ORD-20250611-096,CUST-00609,ADDR-00218,2025-06-11,2025-06-11 08:17:00,8,DELIVERED,31.46,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,31.46,,,,,False
ORD-20250611-098,CUST-01702,ADDR-00067,2025-06-11,2025-06-11 18:53:08,18,DELIVERED,29.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,29.96,,,,,False
ORD-20250611-099,CUST-01841,ADDR-00034,2025-06-11,2025-06-11 10:56:53,10,DELIVERED,25.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,25.48,,,,,False
ORD-20250611-101,CUST-00619,ADDR-00090,2025-06-11,2025-06-11 10:49:36,10,DELIVERED,14.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,14.49,,,,,False
ORD-20250611-102,CUST-01101,ADDR-00268,2025-06-11,2025-06-11 12:56:58,12,DELIVERED,29.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,29.97,,,,,False
ORD-20250611-103,CUST-00151,ADDR-00168,2025-06-11,2025-06-11 19:27:41,19,DELIVERED,14.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,14.99,,,,,False
ORD-20250611-104,CUST-00597,ADDR-00466,2025-06-11,2025-06-11 09:18:52,9,DELIVERED,12.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,12.49,,,,,False
ORD-20250611-106,CUST-00804,ADDR-00183,2025-06-11,2025-06-11 19:45:14,19,DELIVERED,14.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,14.98,,,,,False
ORD-20250611-107,CUST-00801,ADDR-00299,2025-06-11,2025-06-11 18:29:41,18,DELIVERED,34.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,34.47,,,,,False
ORD-20250611-109,CUST-00329,ADDR-00277,2025-06-11,2025-06-11 16:12:38,16,DELIVERED,15.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,15.48,,,,,False
ORD-20250611-111,CUST-01411,ADDR-00195,2025-06-11,2025-06-11 10:28:47,10,DELIVERED,31.46,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,31.46,,,,,False
ORD-20250611-114,CUST-01345,ADDR-00174,2025-06-11,2025-06-11 11:37:04,11,DELIVERED,22.98,2,2.0,1,1,False,FAILED,SUBSCRIPTION,22.98,,,,,False
ORD-20250611-115,CUST-00386,ADDR-00073,2025-06-11,2025-06-11 06:09:15,6,DELIVERED,42.96,4,4.0,1,1,False,SUCCESS,CREDIT_CARD,42.96,,,,,False
ORD-20250611-116,CUST-00430,ADDR-00370,2025-06-11,2025-06-11 14:58:27,14,DELIVERED,10.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,10.99,,,,,False
ORD-20250611-117,CUST-00786,ADDR-00221,2025-06-11,2025-06-11 17:48:47,17,DELIVERED,40.96,3,3.0,1,1,False,SUCCESS,CREDIT_CARD,40.96,,,,,False
ORD-20250611-120,CUST-00363,ADDR-00474,2025-06-11,2025-06-11 09:57:47,9,DELIVERED,47.96,3,3.0,1,1,False,SUCCESS,DEBIT_CARD,47.96,,,,,False
ORD-20250611-121,CUST-01843,ADDR-00027,2025-06-11,2025-06-11 11:32:25,11,DELIVERED,32.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,32.98,,,,,False
ORD-20250611-122,CUST-00832,ADDR-00048,2025-06-11,2025-06-11 18:04:38,18,DELIVERED,32.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,32.98,,,,,False
ORD-20250611-123,CUST-01034,ADDR-00021,2025-06-11,2025-06-11 12:28:39,12,DELIVERED,16.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,16.99,,,,,False
ORD-20250612-002,CUST-00631,ADDR-00326,2025-06-12,2025-06-12 07:56:39,7,DELIVERED,10.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,10.49,,,,,False
ORD-20250612-003,CUST-01997,ADDR-00113,2025-06-12,2025-06-12 11:51:54,11,DELIVERED,32.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,32.48,,,,,False
ORD-20250612-004,CUST-00063,ADDR-00260,2025-06-12,2025-06-12 19:33:07,19,DELIVERED,27.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,27.98,,,,,False
ORD-20250612-005,CUST-00177,ADDR-00163,2025-06-12,2025-06-12 07:09:50,7,DELIVERED,14.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,14.48,,,,,False
ORD-20250612-008,CUST-00612,ADDR-00074,2025-06-12,2025-06-12 18:38:04,18,DELIVERED,19.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,19.48,,,,,False
ORD-20250612-010,CUST-00532,ADDR-00151,2025-06-12,2025-06-12 13:51:45,13,DELIVERED,12.99,1,1.0,1,1,False,SUCCESS,DEBIT_CARD,12.99,,,,,False
ORD-20250612-011,CUST-00655,ADDR-00393,2025-06-12,2025-06-12 14:19:11,14,DELIVERED,50.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,50.96,,,,,False
ORD-20250612-012,CUST-01592,ADDR-00098,2025-06-12,2025-06-12 11:13:20,11,DELIVERED,53.45,5,5.0,1,1,False,FAILED,SUBSCRIPTION,53.45,,,,,False
ORD-20250612-014,CUST-00742,ADDR-00338,2025-06-12,2025-06-12 18:52:40,18,DELIVERED,30.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,30.96,,,,,False
ORD-20250612-016,CUST-00627,ADDR-00379,2025-06-12,2025-06-12 19:39:34,19,DELIVERED,14.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,14.99,,,,,False
ORD-20250612-018,CUST-01214,ADDR-00446,2025-06-12,2025-06-12 15:10:33,15,DELIVERED,16.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,16.97,,,,,False
ORD-20250612-019,CUST-01507,ADDR-00435,2025-06-12,2025-06-12 11:52:38,11,DELIVERED,27.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,27.48,,,,,False
ORD-20250612-020,CUST-01811,ADDR-00172,2025-06-12,2025-06-12 06:15:21,6,DELIVERED,13.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,13.98,,,,,False
ORD-20250612-021,CUST-00519,ADDR-00461,2025-06-12,2025-06-12 17:51:10,17,DELIVERED,19.97,3,3.0,1,1,False,SUCCESS,CREDIT_CARD,19.97,,,,,False
ORD-20250612-022,CUST-00324,ADDR-00002,2025-06-12,2025-06-12 17:14:20,17,DELIVERED,18.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,18.98,,,,,False
ORD-20250612-023,CUST-01796,ADDR-00113,2025-06-12,2025-06-12 16:47:51,16,DELIVERED,56.95,5,5.0,1,1,False,SUCCESS,SUBSCRIPTION,56.95,,,,,False
ORD-20250612-024,CUST-00125,ADDR-00434,2025-06-12,2025-06-12 17:11:39,17,DELIVERED,30.46,4,4.0,1,1,False,SUCCESS,WALLET,30.46,,,,,False
ORD-20250612-025,CUST-00351,ADDR-00033,2025-06-12,2025-06-12 09:35:16,9,DELIVERED,36.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,36.98,,,,,False
ORD-20250612-027,CUST-01303,ADDR-00287,2025-06-12,2025-06-12 11:22:38,11,DELIVERED,9.99,1,1.0,1,1,False,SUCCESS,WALLET,9.99,,,,,False
ORD-20250612-028,CUST-00566,ADDR-00084,2025-06-12,2025-06-12 13:51:55,13,DELIVERED,28.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,28.97,,,,,False
ORD-20250612-029,CUST-00165,ADDR-00469,2025-06-12,2025-06-12 13:29:29,13,DELIVERED,42.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,42.96,,,,,False
ORD-20250612-030,CUST-01521,ADDR-00052,2025-06-12,2025-06-12 10:03:08,10,DELIVERED,32.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,32.47,,,,,False
ORD-20250612-032,CUST-01089,ADDR-00223,2025-06-12,2025-06-12 11:16:42,11,DELIVERED,27.97,3,3.0,1,1,False,SUCCESS,DEBIT_CARD,27.97,,,,,False
ORD-20250612-033,CUST-00850,ADDR-00480,2025-06-12,2025-06-12 17:29:29,17,DELIVERED,29.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,29.47,,,,,False
ORD-20250612-035,CUST-00180,ADDR-00089,2025-06-12,2025-06-12 12:34:23,12,DELIVERED,18.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,18.97,,,,,False
ORD-20250612-036,CUST-00744,ADDR-00206,2025-06-12,2025-06-12 14:48:41,14,DELIVERED,17.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,17.97,,,,,False
ORD-20250612-038,CUST-01781,ADDR-00426,2025-06-12,2025-06-12 11:03:27,11,DELIVERED,47.45,5,5.0,1,1,False,SUCCESS,DEBIT_CARD,47.45,,,,,False
ORD-20250612-040,CUST-00919,ADDR-00444,2025-06-12,2025-06-12 16:54:47,16,DELIVERED,26.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,26.96,,,,,False
ORD-20250612-043,CUST-00506,ADDR-00059,2025-06-12,2025-06-12 16:33:19,16,DELIVERED,15.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,15.98,,,,,False
ORD-20250612-044,CUST-01763,ADDR-00092,2025-06-12,2025-06-12 18:20:08,18,DELIVERED,11.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,11.99,,,,,False
ORD-20250612-045,CUST-01072,ADDR-00444,2025-06-12,2025-06-12 08:41:42,8,DELIVERED,33.47,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,33.47,,,,,False
ORD-20250612-049,CUST-00682,ADDR-00268,2025-06-12,2025-06-12 17:26:54,17,DELIVERED,15.48,2,2.0,1,1,False,SUCCESS,DEBIT_CARD,15.48,,,,,False
ORD-20250612-050,CUST-01761,ADDR-00006,2025-06-12,2025-06-12 19:12:42,19,DELIVERED,45.97,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,45.97,,,,,False
ORD-20250612-051,CUST-01549,ADDR-00097,2025-06-12,2025-06-12 20:44:23,20,DELIVERED,23.97,3,3.0,1,1,False,SUCCESS,WALLET,23.97,,,,,False
ORD-20250612-052,CUST-00949,ADDR-00497,2025-06-12,2025-06-12 13:06:35,13,DELIVERED,37.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,37.47,,,,,False
ORD-20250612-053,CUST-00546,ADDR-00068,2025-06-12,2025-06-12 16:36:39,16,DELIVERED,31.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,31.98,,,,,False
ORD-20250612-056,CUST-01937,ADDR-00151,2025-06-12,2025-06-12 19:49:18,19,DELIVERED,28.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,28.48,,,,,False
ORD-20250612-058,CUST-01240,ADDR-00044,2025-06-12,2025-06-12 11:59:42,11,DELIVERED,26.98,2,2.0,1,1,False,SUCCESS,DEBIT_CARD,26.98,,,,,False
ORD-20250612-059,CUST-01855,ADDR-00442,2025-06-12,2025-06-12 12:36:28,12,DELIVERED,23.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,23.48,,,,,False
ORD-20250612-061,CUST-01308,ADDR-00251,2025-06-12,2025-06-12 17:55:43,17,DELIVERED,26.97,3,3.0,1,1,False,SUCCESS,WALLET,26.97,,,,,False
ORD-20250612-062,CUST-00011,ADDR-00067,2025-06-12,2025-06-12 10:14:52,10,DELIVERED,23.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,23.48,,,,,False
ORD-20250612-063,CUST-01949,ADDR-00173,2025-06-12,2025-06-12 20:28:20,20,DELIVERED,21.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,21.98,,,,,False
ORD-20250612-067,CUST-00495,ADDR-00318,2025-06-12,2025-06-12 11:49:20,11,DELIVERED,42.46,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,42.46,,,,,False
ORD-20250612-068,CUST-01587,ADDR-00270,2025-06-12,2025-06-12 12:24:07,12,DELIVERED,33.97,2,2.0,1,1,False,SUCCESS,DEBIT_CARD,33.97,,,,,False
ORD-20250612-070,CUST-01270,ADDR-00267,2025-06-12,2025-06-12 15:55:46,15,DELIVERED,32.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,32.47,,,,,False
ORD-20250612-072,CUST-01625,ADDR-00044,2025-06-12,2025-06-12 17:11:54,17,DELIVERED,12.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,12.98,,,,,False
ORD-20250612-076,CUST-00947,ADDR-00081,2025-06-12,2025-06-12 12:00:18,12,DELIVERED,27.48,2,2.0,1,1,False,SUCCESS,WALLET,27.48,,,,,False
ORD-20250612-077,CUST-01271,ADDR-00326,2025-06-12,2025-06-12 07:01:26,7,DELIVERED,35.97,3,3.0,1,1,False,SUCCESS,CREDIT_CARD,35.97,,,,,False
ORD-20250612-079,CUST-01082,ADDR-00189,2025-06-12,2025-06-12 10:12:49,10,DELIVERED,11.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,11.99,,,,,False
ORD-20250612-080,CUST-01727,ADDR-00317,2025-06-12,2025-06-12 08:50:11,8,DELIVERED,16.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,16.49,,,,,False
ORD-20250612-082,CUST-01209,ADDR-00401,2025-06-12,2025-06-12 11:18:18,11,DELIVERED,22.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,22.48,,,,,False
ORD-20250612-083,CUST-01389,ADDR-00284,2025-06-12,2025-06-12 11:16:52,11,DELIVERED,29.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,29.98,,,,,False
ORD-20250612-085,CUST-00489,ADDR-00354,2025-06-12,2025-06-12 13:21:43,13,DELIVERED,19.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,19.97,,,,,False
ORD-20250612-087,CUST-00328,ADDR-00416,2025-06-12,2025-06-12 16:06:27,16,DELIVERED,15.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,15.98,,,,,False
ORD-20250612-089,CUST-01134,ADDR-00008,2025-06-12,2025-06-12 18:02:17,18,DELIVERED,19.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,19.48,,,,,False
ORD-20250612-090,CUST-01123,ADDR-00274,2025-06-12,2025-06-12 10:21:30,10,DELIVERED,39.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,39.97,,,,,False
ORD-20250612-091,CUST-00772,ADDR-00406,2025-06-12,2025-06-12 18:10:51,18,DELIVERED,30.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,30.98,,,,,False
ORD-20250612-092,CUST-00959,ADDR-00094,2025-06-12,2025-06-12 08:02:16,8,DELIVERED,22.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,22.98,,,,,False
ORD-20250612-093,CUST-01358,ADDR-00010,2025-06-12,2025-06-12 11:35:39,11,DELIVERED,23.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,23.47,,,,,False
ORD-20250612-094,CUST-00249,ADDR-00122,2025-06-12,2025-06-12 12:14:03,12,DELIVERED,30.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,30.98,,,,,False
ORD-20250612-095,CUST-00631,ADDR-00326,2025-06-12,2025-06-12 09:46:17,9,DELIVERED,38.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,38.97,,,,,False
ORD-20250612-097,CUST-01018,ADDR-00185,2025-06-12,2025-06-12 17:42:46,17,DELIVERED,51.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,51.96,,,,,False
ORD-20250612-098,CUST-01723,ADDR-00406,2025-06-12,2025-06-12 12:49:40,12,DELIVERED,11.99,1,1.0,1,1,False,SUCCESS,CREDIT_CARD,11.99,,,,,False
ORD-20250612-101,CUST-00672,ADDR-00426,2025-06-12,2025-06-12 12:57:32,12,DELIVERED,15.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,15.48,,,,,False
ORD-20250612-103,CUST-00542,ADDR-00168,2025-06-12,2025-06-12 12:42:00,12,DELIVERED,17.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,17.97,,,,,False
ORD-20250612-104,CUST-01886,ADDR-00131,2025-06-12,2025-06-12 11:20:07,11,DELIVERED,17.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,17.99,,,,,False
ORD-20250612-108,CUST-00005,ADDR-00248,2025-06-12,2025-06-12 18:04:39,18,DELIVERED,11.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,11.99,,,,,False
ORD-20250612-109,CUST-01806,ADDR-00395,2025-06-12,2025-06-12 18:15:00,18,DELIVERED,29.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,29.48,,,,,False
ORD-20250612-110,CUST-00661,ADDR-00358,2025-06-12,2025-06-12 06:53:47,6,DELIVERED,17.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,17.48,,,,,False
ORD-20250612-111,CUST-01458,ADDR-00101,2025-06-12,2025-06-12 16:26:01,16,DELIVERED,30.96,4,4.0,1,1,False,SUCCESS,SUBSCRIPTION,30.96,,,,,False
ORD-20250612-112,CUST-01798,ADDR-00307,2025-06-12,2025-06-12 12:51:17,12,DELIVERED,22.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,22.48,,,,,False
ORD-20250612-113,CUST-00365,ADDR-00010,2025-06-12,2025-06-12 12:43:22,12,DELIVERED,14.48,2,2.0,1,1,False,SUCCESS,DEBIT_CARD,14.48,,,,,False
ORD-20250612-114,CUST-01544,ADDR-00030,2025-06-12,2025-06-12 11:06:25,11,DELIVERED,38.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,38.47,,,,,False
ORD-20250612-115,CUST-00669,ADDR-00258,2025-06-12,2025-06-12 08:13:42,8,DELIVERED,15.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,15.99,,,,,False
ORD-20250612-116,CUST-00488,ADDR-00037,2025-06-12,2025-06-12 16:59:17,16,DELIVERED,17.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,17.98,,,,,False
ORD-20250612-117,CUST-00431,ADDR-00297,2025-06-12,2025-06-12 09:34:15,9,DELIVERED,29.46,4,4.0,1,1,False,SUCCESS,DEBIT_CARD,29.46,,,,,False
ORD-20250612-118,CUST-01173,ADDR-00472,2025-06-12,2025-06-12 14:05:55,14,DELIVERED,21.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,21.47,,,,,False
ORD-20250612-119,CUST-00660,ADDR-00155,2025-06-12,2025-06-12 10:56:53,10,DELIVERED,11.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,11.49,,,,,False
ORD-20250612-120,CUST-01067,ADDR-00166,2025-06-12,2025-06-12 17:30:30,17,DELIVERED,39.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,39.97,,,,,False
ORD-20250612-122,CUST-01135,ADDR-00498,2025-06-12,2025-06-12 10:06:42,10,DELIVERED,13.49,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,13.49,,,,,False
ORD-20250612-123,CUST-01437,ADDR-00016,2025-06-12,2025-06-12 17:01:48,17,DELIVERED,28.47,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,28.47,,,,,False
ORD-20250613-001,CUST-01183,ADDR-00354,2025-06-13,2025-06-13 11:08:41,11,DELIVERED,46.96,4,4.0,1,1,False,SUCCESS,DEBIT_CARD,46.96,,,,,False
ORD-20250613-003,CUST-00562,ADDR-00106,2025-06-13,2025-06-13 14:08:25,14,DELIVERED,37.97,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,37.97,,,,,False
ORD-20250613-005,CUST-00246,ADDR-00479,2025-06-13,2025-06-13 17:57:11,17,DELIVERED,27.97,3,3.0,1,1,False,SUCCESS,DEBIT_CARD,27.97,,,,,False
ORD-20250613-006,CUST-00319,ADDR-00077,2025-06-13,2025-06-13 13:47:21,13,DELIVERED,25.46,3,3.0,1,1,False,SUCCESS,WALLET,25.46,,,,,False
ORD-20250613-008,CUST-01966,ADDR-00264,2025-06-13,2025-06-13 19:25:25,19,DELIVERED,21.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,21.98,,,,,False
ORD-20250613-010,CUST-01385,ADDR-00122,2025-06-13,2025-06-13 08:29:53,8,DELIVERED,33.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,33.47,,,,,False
ORD-20250613-011,CUST-01631,ADDR-00255,2025-06-13,2025-06-13 20:58:28,20,DELIVERED,27.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,27.98,,,,,False
ORD-20250613-013,CUST-01712,ADDR-00235,2025-06-13,2025-06-13 11:59:40,11,DELIVERED,31.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,31.47,,,,,False
ORD-20250613-015,CUST-01174,ADDR-00432,2025-06-13,2025-06-13 18:54:34,18,DELIVERED,9.99,1,1.0,1,1,False,SUCCESS,CREDIT_CARD,9.99,,,,,False
ORD-20250613-017,CUST-01988,ADDR-00459,2025-06-13,2025-06-13 13:57:12,13,DELIVERED,17.47,3,3.0,1,1,False,SUCCESS,SUBSCRIPTION,17.47,,,,,False
ORD-20250613-018,CUST-00789,ADDR-00346,2025-06-13,2025-06-13 06:07:35,6,DELIVERED,11.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,11.98,,,,,False
ORD-20250613-019,CUST-01854,ADDR-00326,2025-06-13,2025-06-13 07:57:41,7,DELIVERED,36.98,2,2.0,1,1,False,SUCCESS,WALLET,36.98,,,,,False
ORD-20250613-020,CUST-01067,ADDR-00166,2025-06-13,2025-06-13 11:59:14,11,DELIVERED,14.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,14.48,,,,,False
ORD-20250613-021,CUST-01722,ADDR-00359,2025-06-13,2025-06-13 11:31:18,11,DELIVERED,46.47,3,3.0,1,1,False,FAILED,SUBSCRIPTION,46.47,,,,,False
ORD-20250613-022,CUST-00008,ADDR-00312,2025-06-13,2025-06-13 12:58:41,12,DELIVERED,16.49,1,1.0,1,1,False,SUCCESS,WALLET,16.49,,,,,False
ORD-20250613-023,CUST-01434,ADDR-00361,2025-06-13,2025-06-13 17:24:27,17,DELIVERED,32.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,32.48,,,,,False
ORD-20250613-026,CUST-00785,ADDR-00362,2025-06-13,2025-06-13 10:23:18,10,DELIVERED,15.99,1,1.0,1,1,False,SUCCESS,SUBSCRIPTION,15.99,,,,,False
ORD-20250613-028,CUST-00001,ADDR-00357,2025-06-13,2025-06-13 16:35:09,16,DELIVERED,28.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,28.98,,,,,False
ORD-20250613-029,CUST-00953,ADDR-00164,2025-06-13,2025-06-13 15:59:21,15,DELIVERED,18.98,2,2.0,1,1,False,SUCCESS,WALLET,18.98,,,,,False
ORD-20250613-030,CUST-01810,ADDR-00342,2025-06-13,2025-06-13 10:09:25,10,DELIVERED,26.48,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,26.48,,,,,False
ORD-20250613-031,CUST-00169,ADDR-00437,2025-06-13,2025-06-13 17:50:28,17,DELIVERED,20.98,2,2.0,1,1,False,SUCCESS,WALLET,20.98,,,,,False
ORD-20250613-032,CUST-00751,ADDR-00430,2025-06-13,2025-06-13 16:23:12,16,DELIVERED,15.98,2,2.0,1,1,False,SUCCESS,SUBSCRIPTION,15.98,,,,,False
