driver_id,delivery_date,delivery_zone,deliveries_count,successful,failed,avg_duration_min,sla_pct,on_time_count,pickups_attempted,pickups_completed,total_stops,pickup_success_pct,year_month
DRV-00004,2025-06-27,ZONE-C,6,6.0,0.0,47.0,83.3,0.0,5,5.0,11.0,100.0,2025-06
DRV-00005,2025-06-27,ZONE-B,2,2.0,0.0,36.5,100.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00005,2025-06-27,ZONE-C,2,2.0,0.0,40.5,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00005,2025-06-27,ZONE-D,2,2.0,0.0,51.0,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00005,2025-06-27,ZONE-A,1,1.0,0.0,26.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00006,2025-06-27,ZONE-A,2,2.0,0.0,27.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00006,2025-06-27,ZONE-C,2,2.0,0.0,51.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00006,2025-06-27,ZONE-B,1,1.0,0.0,22.0,100.0,0.0,3,3.0,4.0,100.0,2025-06
DRV-00006,2025-06-27,ZONE-D,3,3.0,0.0,58.666666666666664,66.7,0.0,2,2.0,5.0,100.0,2025-06
DRV-00007,2025-06-27,ZONE-B,3,3.0,0.0,37.333333333333336,66.7,0.0,1,1.0,4.0,100.0,2025-06
DRV-00007,2025-06-27,ZONE-D,3,3.0,0.0,58.0,66.7,0.0,4,4.0,7.0,100.0,2025-06
DRV-00007,2025-06-27,ZONE-C,1,1.0,0.0,46.0,100.0,0.0,3,3.0,4.0,100.0,2025-06
DRV-00008,2025-06-27,ZONE-C,1,1.0,0.0,39.0,100.0,0.0,4,4.0,5.0,100.0,2025-06
DRV-00008,2025-06-27,ZONE-A,2,2.0,0.0,23.0,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00008,2025-06-27,ZONE-B,1,1.0,0.0,49.0,0.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00009,2025-06-27,ZONE-A,2,2.0,0.0,27.5,100.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00009,2025-06-27,ZONE-C,4,4.0,0.0,47.25,100.0,0.0,0,0.0,4.0,,2025-06
DRV-00009,2025-06-27,ZONE-B,3,3.0,0.0,35.333333333333336,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00010,2025-06-27,ZONE-B,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00010,2025-06-27,ZONE-A,4,4.0,0.0,24.75,100.0,0.0,4,4.0,8.0,100.0,2025-06
DRV-00010,2025-06-27,ZONE-C,2,1.0,1.0,51.0,50.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00011,2025-06-27,ZONE-B,7,7.0,0.0,32.42857142857143,71.4,0.0,1,1.0,8.0,100.0,2025-06
DRV-00011,2025-06-27,ZONE-D,1,1.0,0.0,61.0,100.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00011,2025-06-27,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00011,2025-06-27,ZONE-C,4,4.0,0.0,48.25,100.0,0.0,0,0.0,4.0,,2025-06
DRV-00012,2025-06-27,ZONE-D,4,3.0,1.0,48.666666666666664,75.0,0.0,0,0.0,4.0,,2025-06
DRV-00012,2025-06-27,ZONE-A,2,2.0,0.0,19.5,100.0,1.0,3,3.0,5.0,100.0,2025-06
DRV-00012,2025-06-27,ZONE-B,4,4.0,0.0,32.75,100.0,0.0,1,1.0,5.0,100.0,2025-06
DRV-00012,2025-06-27,ZONE-C,2,2.0,0.0,51.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00013,2025-06-27,ZONE-C,3,3.0,0.0,46.0,100.0,0.0,1,1.0,4.0,100.0,2025-06
DRV-00013,2025-06-27,ZONE-B,3,3.0,0.0,42.333333333333336,66.7,0.0,2,2.0,5.0,100.0,2025-06
DRV-00013,2025-06-27,ZONE-A,5,5.0,0.0,21.4,100.0,0.0,4,4.0,9.0,100.0,2025-06
DRV-00013,2025-06-27,ZONE-D,1,1.0,0.0,56.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00014,2025-06-27,ZONE-C,1,1.0,0.0,32.0,100.0,0.0,3,3.0,4.0,100.0,2025-06
DRV-00014,2025-06-27,ZONE-B,2,2.0,0.0,25.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00014,2025-06-27,ZONE-A,3,3.0,0.0,25.333333333333332,100.0,0.0,4,4.0,7.0,100.0,2025-06
DRV-00015,2025-06-27,ZONE-D,1,1.0,0.0,38.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00015,2025-06-27,ZONE-A,1,1.0,0.0,30.0,100.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00015,2025-06-27,ZONE-B,1,1.0,0.0,32.0,100.0,0.0,4,4.0,5.0,100.0,2025-06
DRV-00015,2025-06-27,ZONE-C,2,2.0,0.0,43.5,100.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00001,2025-06-28,ZONE-A,1,1.0,0.0,21.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00002,2025-06-28,ZONE-B,2,2.0,0.0,26.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00002,2025-06-28,ZONE-A,3,3.0,0.0,24.333333333333332,100.0,1.0,2,2.0,5.0,100.0,2025-06
DRV-00002,2025-06-28,ZONE-D,2,2.0,0.0,53.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00002,2025-06-28,ZONE-C,2,2.0,0.0,46.0,50.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00003,2025-06-28,ZONE-B,1,1.0,0.0,47.0,0.0,0.0,4,4.0,5.0,100.0,2025-06
DRV-00003,2025-06-28,ZONE-C,3,3.0,0.0,29.0,100.0,0.0,2,2.0,5.0,100.0,2025-06
DRV-00004,2025-06-28,ZONE-C,1,1.0,0.0,39.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00004,2025-06-28,ZONE-A,2,2.0,0.0,23.5,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00004,2025-06-28,ZONE-D,1,1.0,0.0,69.0,0.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00005,2025-06-28,ZONE-A,1,1.0,0.0,24.0,100.0,0.0,3,2.0,3.0,66.7,2025-06
DRV-00005,2025-06-28,ZONE-B,1,1.0,0.0,20.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00005,2025-06-28,ZONE-C,2,2.0,0.0,54.0,50.0,0.0,5,5.0,7.0,100.0,2025-06
DRV-00006,2025-06-28,ZONE-C,5,5.0,0.0,35.6,100.0,0.0,1,1.0,6.0,100.0,2025-06
DRV-00006,2025-06-28,ZONE-B,1,0.0,1.0,,0.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00006,2025-06-28,ZONE-D,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00006,2025-06-28,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00007,2025-06-28,ZONE-D,2,2.0,0.0,69.5,50.0,0.0,0,0.0,2.0,,2025-06
DRV-00007,2025-06-28,ZONE-C,1,1.0,0.0,30.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00007,2025-06-28,ZONE-A,2,2.0,0.0,22.5,100.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00007,2025-06-28,ZONE-B,2,2.0,0.0,41.0,50.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00008,2025-06-28,ZONE-C,1,1.0,0.0,33.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00008,2025-06-28,ZONE-D,1,1.0,0.0,58.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-28,ZONE-B,1,1.0,0.0,37.0,100.0,0.0,4,4.0,5.0,100.0,2025-06
DRV-00008,2025-06-28,ZONE-A,1,1.0,0.0,18.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00009,2025-06-28,ZONE-C,1,1.0,0.0,48.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00009,2025-06-28,ZONE-B,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00010,2025-06-28,ZONE-B,1,1.0,0.0,39.0,100.0,0.0,4,4.0,5.0,100.0,2025-06
DRV-00010,2025-06-28,ZONE-A,2,2.0,0.0,26.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00010,2025-06-28,ZONE-D,2,2.0,0.0,59.5,100.0,0.0,3,3.0,5.0,100.0,2025-06
DRV-00010,2025-06-28,ZONE-C,2,2.0,0.0,49.5,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00011,2025-06-28,ZONE-A,2,2.0,0.0,23.0,100.0,0.0,4,4.0,6.0,100.0,2025-06
DRV-00011,2025-06-28,ZONE-B,1,1.0,0.0,23.0,100.0,0.0,6,6.0,7.0,100.0,2025-06
DRV-00011,2025-06-28,ZONE-C,2,2.0,0.0,42.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00012,2025-06-28,ZONE-B,3,2.0,1.0,26.5,66.7,0.0,0,0.0,3.0,,2025-06
DRV-00012,2025-06-28,ZONE-A,1,1.0,0.0,26.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00013,2025-06-28,ZONE-A,2,2.0,0.0,23.0,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00013,2025-06-28,ZONE-D,2,2.0,0.0,61.5,50.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00014,2025-06-28,ZONE-C,1,1.0,0.0,42.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00014,2025-06-28,ZONE-D,1,1.0,0.0,49.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00014,2025-06-28,ZONE-A,2,2.0,0.0,21.5,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00014,2025-06-28,ZONE-B,2,2.0,0.0,27.5,100.0,0.0,5,5.0,7.0,100.0,2025-06
DRV-00015,2025-06-28,ZONE-A,1,1.0,0.0,19.0,100.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00015,2025-06-28,ZONE-C,1,1.0,0.0,49.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00015,2025-06-28,ZONE-B,1,1.0,0.0,42.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00001,2025-06-29,ZONE-C,1,1.0,0.0,47.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00001,2025-06-29,ZONE-D,1,1.0,0.0,77.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00001,2025-06-29,ZONE-A,2,2.0,0.0,25.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00001,2025-06-29,ZONE-B,1,1.0,0.0,30.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00002,2025-06-29,ZONE-A,2,2.0,0.0,23.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00003,2025-06-29,ZONE-B,2,2.0,0.0,29.5,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00003,2025-06-29,ZONE-A,4,4.0,0.0,23.25,100.0,1.0,0,0.0,4.0,,2025-06
DRV-00003,2025-06-29,ZONE-C,2,2.0,0.0,45.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00004,2025-06-29,ZONE-C,3,3.0,0.0,44.333333333333336,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00005,2025-06-29,ZONE-A,2,2.0,0.0,26.5,100.0,0.0,2,2.0,4.0,100.0,2025-06
DRV-00005,2025-06-29,ZONE-C,2,2.0,0.0,36.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00005,2025-06-29,ZONE-B,1,1.0,0.0,40.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00006,2025-06-29,ZONE-B,2,2.0,0.0,33.5,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00006,2025-06-29,ZONE-A,3,3.0,0.0,31.0,33.3,0.0,1,1.0,4.0,100.0,2025-06
DRV-00006,2025-06-29,ZONE-D,1,1.0,0.0,73.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00006,2025-06-29,ZONE-C,1,1.0,0.0,43.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00007,2025-06-29,ZONE-A,2,2.0,0.0,28.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00007,2025-06-29,ZONE-C,3,3.0,0.0,41.666666666666664,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00007,2025-06-29,ZONE-B,2,2.0,0.0,29.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00008,2025-06-29,ZONE-A,1,1.0,0.0,27.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-29,ZONE-D,3,3.0,0.0,56.333333333333336,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00008,2025-06-29,ZONE-C,1,1.0,0.0,57.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-29,ZONE-B,1,1.0,0.0,51.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00009,2025-06-29,ZONE-A,4,4.0,0.0,22.0,100.0,0.0,2,2.0,6.0,100.0,2025-06
DRV-00009,2025-06-29,ZONE-D,1,1.0,0.0,45.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00009,2025-06-29,ZONE-B,1,1.0,0.0,27.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00010,2025-06-29,ZONE-D,1,1.0,0.0,61.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00010,2025-06-29,ZONE-A,1,0.0,1.0,,0.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00010,2025-06-29,ZONE-B,1,1.0,0.0,35.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00010,2025-06-29,ZONE-C,1,1.0,0.0,25.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-29,ZONE-D,1,1.0,0.0,77.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-29,ZONE-B,2,2.0,0.0,37.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00011,2025-06-29,ZONE-C,1,1.0,0.0,46.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00012,2025-06-29,ZONE-D,1,1.0,0.0,51.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00012,2025-06-29,ZONE-A,1,1.0,0.0,21.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00012,2025-06-29,ZONE-C,2,2.0,0.0,35.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00012,2025-06-29,ZONE-B,2,2.0,0.0,38.0,50.0,0.0,0,0.0,2.0,,2025-06
DRV-00013,2025-06-29,ZONE-A,1,1.0,0.0,28.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00013,2025-06-29,ZONE-D,2,2.0,0.0,60.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00014,2025-06-29,ZONE-C,3,3.0,0.0,44.666666666666664,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00014,2025-06-29,ZONE-A,4,4.0,0.0,29.0,75.0,0.0,1,1.0,5.0,100.0,2025-06
DRV-00015,2025-06-29,ZONE-C,1,1.0,0.0,54.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00015,2025-06-29,ZONE-D,2,2.0,0.0,73.0,0.0,0.0,0,0.0,2.0,,2025-06
DRV-00015,2025-06-29,ZONE-A,1,0.0,1.0,,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00015,2025-06-29,ZONE-B,3,3.0,0.0,39.333333333333336,100.0,0.0,1,1.0,4.0,100.0,2025-06
DRV-00001,2025-06-30,ZONE-B,1,1.0,0.0,24.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00001,2025-06-30,ZONE-A,6,6.0,0.0,22.666666666666668,100.0,0.0,0,0.0,6.0,,2025-06
DRV-00001,2025-06-30,ZONE-C,2,2.0,0.0,47.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00002,2025-06-30,ZONE-C,4,4.0,0.0,47.25,50.0,0.0,0,0.0,4.0,,2025-06
DRV-00002,2025-06-30,ZONE-B,3,3.0,0.0,37.0,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00002,2025-06-30,ZONE-A,6,6.0,0.0,22.5,100.0,0.0,0,0.0,6.0,,2025-06
DRV-00002,2025-06-30,ZONE-D,1,1.0,0.0,52.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00003,2025-06-30,ZONE-D,1,1.0,0.0,52.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00003,2025-06-30,ZONE-B,1,1.0,0.0,24.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00003,2025-06-30,ZONE-A,5,5.0,0.0,26.0,100.0,0.0,0,0.0,5.0,,2025-06
DRV-00004,2025-06-30,ZONE-D,2,2.0,0.0,52.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00004,2025-06-30,ZONE-A,2,2.0,0.0,18.5,100.0,1.0,1,1.0,3.0,100.0,2025-06
DRV-00004,2025-06-30,ZONE-C,3,3.0,0.0,46.666666666666664,66.7,0.0,0,0.0,3.0,,2025-06
DRV-00004,2025-06-30,ZONE-B,5,5.0,0.0,30.0,100.0,0.0,0,0.0,5.0,,2025-06
DRV-00005,2025-06-30,ZONE-B,2,2.0,0.0,36.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00005,2025-06-30,ZONE-D,2,1.0,1.0,38.0,50.0,0.0,0,0.0,2.0,,2025-06
DRV-00005,2025-06-30,ZONE-A,3,3.0,0.0,26.0,66.7,0.0,0,0.0,3.0,,2025-06
DRV-00005,2025-06-30,ZONE-C,1,1.0,0.0,47.0,100.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00006,2025-06-30,ZONE-A,1,1.0,0.0,22.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00006,2025-06-30,ZONE-C,2,2.0,0.0,44.5,50.0,0.0,0,0.0,2.0,,2025-06
DRV-00006,2025-06-30,ZONE-B,1,1.0,0.0,32.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00006,2025-06-30,ZONE-D,1,1.0,0.0,57.0,100.0,0.0,2,2.0,3.0,100.0,2025-06
DRV-00007,2025-06-30,ZONE-C,2,2.0,0.0,46.5,50.0,0.0,0,0.0,2.0,,2025-06
DRV-00007,2025-06-30,ZONE-B,6,6.0,0.0,40.0,66.7,0.0,0,0.0,6.0,,2025-06
DRV-00007,2025-06-30,ZONE-A,3,3.0,0.0,23.0,100.0,0.0,1,1.0,4.0,100.0,2025-06
DRV-00007,2025-06-30,ZONE-D,1,1.0,0.0,65.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-30,ZONE-C,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-30,ZONE-B,2,2.0,0.0,33.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00008,2025-06-30,ZONE-A,1,1.0,0.0,33.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00008,2025-06-30,ZONE-D,3,3.0,0.0,58.666666666666664,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00009,2025-06-30,ZONE-C,1,1.0,0.0,34.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00009,2025-06-30,ZONE-A,4,3.0,1.0,23.0,75.0,0.0,0,0.0,4.0,,2025-06
DRV-00009,2025-06-30,ZONE-B,7,6.0,1.0,34.833333333333336,57.1,0.0,1,1.0,8.0,100.0,2025-06
DRV-00010,2025-06-30,ZONE-A,2,1.0,1.0,31.0,0.0,0.0,0,0.0,2.0,,2025-06
DRV-00010,2025-06-30,ZONE-B,2,2.0,0.0,24.0,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00010,2025-06-30,ZONE-C,1,1.0,0.0,29.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-30,ZONE-C,1,1.0,0.0,41.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-30,ZONE-A,1,1.0,0.0,22.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-30,ZONE-D,1,1.0,0.0,45.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00011,2025-06-30,ZONE-B,3,3.0,0.0,28.666666666666668,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00012,2025-06-30,ZONE-A,2,2.0,0.0,31.5,50.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00012,2025-06-30,ZONE-D,1,1.0,0.0,43.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00012,2025-06-30,ZONE-B,3,3.0,0.0,28.0,100.0,0.0,1,1.0,4.0,100.0,2025-06
DRV-00012,2025-06-30,ZONE-C,1,1.0,0.0,55.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00013,2025-06-30,ZONE-A,3,3.0,0.0,23.666666666666668,100.0,0.0,1,1.0,4.0,100.0,2025-06
DRV-00013,2025-06-30,ZONE-D,1,1.0,0.0,71.0,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00013,2025-06-30,ZONE-C,2,2.0,0.0,31.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00014,2025-06-30,ZONE-C,2,2.0,0.0,46.0,100.0,0.0,1,1.0,3.0,100.0,2025-06
DRV-00014,2025-06-30,ZONE-D,1,1.0,0.0,57.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00014,2025-06-30,ZONE-B,3,3.0,0.0,30.333333333333332,100.0,0.0,0,0.0,3.0,,2025-06
DRV-00014,2025-06-30,ZONE-A,2,2.0,0.0,25.5,100.0,0.0,0,0.0,2.0,,2025-06
DRV-00015,2025-06-30,ZONE-D,1,0.0,1.0,,0.0,0.0,0,0.0,1.0,,2025-06
DRV-00015,2025-06-30,ZONE-C,1,1.0,0.0,49.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00015,2025-06-30,ZONE-A,1,1.0,0.0,26.0,100.0,0.0,1,1.0,2.0,100.0,2025-06
DRV-00015,2025-06-30,ZONE-B,1,1.0,0.0,38.0,100.0,0.0,0,0.0,1.0,,2025-06
DRV-00001,2025-07-01,ZONE-C,3,3.0,0.0,50.333333333333336,66.7,0.0,0,0.0,3.0,,2025-07
DRV-00001,2025-07-01,ZONE-A,1,1.0,0.0,15.0,100.0,1.0,0,0.0,1.0,,2025-07
DRV-00001,2025-07-01,ZONE-D,2,2.0,0.0,58.0,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00001,2025-07-01,ZONE-B,7,7.0,0.0,37.0,85.7,0.0,0,0.0,7.0,,2025-07
DRV-00002,2025-07-01,ZONE-A,4,4.0,0.0,22.25,100.0,0.0,0,0.0,4.0,,2025-07
DRV-00002,2025-07-01,ZONE-D,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00002,2025-07-01,ZONE-B,3,3.0,0.0,29.666666666666668,100.0,0.0,0,0.0,3.0,,2025-07
DRV-00002,2025-07-01,ZONE-C,3,3.0,0.0,40.0,100.0,0.0,0,0.0,3.0,,2025-07
DRV-00003,2025-07-01,ZONE-C,1,1.0,0.0,43.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00004,2025-07-01,ZONE-B,3,2.0,1.0,34.0,66.7,0.0,0,0.0,3.0,,2025-07
DRV-00004,2025-07-01,ZONE-A,1,1.0,0.0,22.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00004,2025-07-01,ZONE-D,1,1.0,0.0,79.0,0.0,0.0,0,0.0,1.0,,2025-07
DRV-00004,2025-07-01,ZONE-C,2,2.0,0.0,38.5,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00005,2025-07-01,ZONE-B,2,2.0,0.0,25.0,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00005,2025-07-01,ZONE-A,3,3.0,0.0,24.666666666666668,66.7,0.0,0,0.0,3.0,,2025-07
DRV-00005,2025-07-01,ZONE-D,1,1.0,0.0,73.0,0.0,0.0,0,0.0,1.0,,2025-07
DRV-00006,2025-07-01,ZONE-C,2,2.0,0.0,46.5,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00006,2025-07-01,ZONE-A,3,3.0,0.0,21.333333333333332,66.7,2.0,0,0.0,3.0,,2025-07
DRV-00006,2025-07-01,ZONE-D,2,2.0,0.0,37.5,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00007,2025-07-01,ZONE-C,1,1.0,0.0,39.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00007,2025-07-01,ZONE-A,1,1.0,0.0,15.0,100.0,1.0,0,0.0,1.0,,2025-07
DRV-00007,2025-07-01,ZONE-D,1,1.0,0.0,60.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00007,2025-07-01,ZONE-B,3,3.0,0.0,31.333333333333332,100.0,0.0,0,0.0,3.0,,2025-07
DRV-00008,2025-07-01,ZONE-D,1,1.0,0.0,28.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00008,2025-07-01,ZONE-A,1,1.0,0.0,27.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00008,2025-07-01,ZONE-C,2,2.0,0.0,36.5,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00008,2025-07-01,ZONE-B,1,1.0,0.0,39.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00009,2025-07-01,ZONE-C,2,2.0,0.0,50.0,50.0,0.0,0,0.0,2.0,,2025-07
DRV-00009,2025-07-01,ZONE-D,1,1.0,0.0,46.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00009,2025-07-01,ZONE-A,3,3.0,0.0,20.666666666666668,100.0,0.0,1,1.0,4.0,100.0,2025-07
DRV-00009,2025-07-01,ZONE-B,2,2.0,0.0,32.0,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00010,2025-07-01,ZONE-B,1,1.0,0.0,31.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00010,2025-07-01,ZONE-D,2,2.0,0.0,64.5,100.0,0.0,0,0.0,2.0,,2025-07
DRV-00010,2025-07-01,ZONE-A,4,4.0,0.0,25.5,100.0,0.0,0,0.0,4.0,,2025-07
DRV-00010,2025-07-01,ZONE-C,1,1.0,0.0,41.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00011,2025-07-01,ZONE-C,3,3.0,0.0,49.0,33.3,0.0,0,0.0,3.0,,2025-07
DRV-00011,2025-07-01,ZONE-A,1,1.0,0.0,23.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00011,2025-07-01,ZONE-D,1,1.0,0.0,66.0,100.0,0.0,0,0.0,1.0,,2025-07
DRV-00012,2025-07-01,ZONE-B,4,4.0,0.0,34.25,100.0,0.0,0,0.0,4.0,,2025-07
DRV-00012,2025-07-01,ZONE-A,7,7.0,0.0,26.571428571428573,71.4,0.0,0,0.0,7.0,,2025-07
DRV-00013,2025-07-01,ZONE-B,1,1.0,0.0,48.0,0.0,0.0,0,0.0,1.0,,2025-07
DRV-00013,2025-07-01,ZONE-A,4,4.0,0.0,23.5,100.0,0.0,1,1.0,5.0,100.0,2025-07
DRV-00013,2025-07-01,ZONE-D,4,4.0,0.0,54.75,100.0,0.0,0,0.0,4.0,,2025-07
DRV-00014,2025-07-01,ZONE-C,1,1.0,0.0,46.0,100.0,0.0,0,0.0,1.0,,2025-07
