delivery_id,order_id,driver_id,address_id,delivery_zone,delivery_status,scheduled_time,actual_departure,actual_delivery,delivery_duration_min,failure_reason,is_on_time,minutes_vs_schedule,zone_sla_minutes,met_zone_sla,delivery_date
DEL-20250721-077,ORD-20250721-077,DRV-00001,ADDR-00493,ZONE-A,DELIVERED,2025-07-21 09:56:02,2025-07-21 09:56:02,2025-07-21 10:24:02,28,,False,28,30,True,2025-07-21
DEL-20250721-078,ORD-20250721-078,DRV-00006,ADDR-00259,ZONE-B,DELIVERED,2025-07-21 17:39:27,2025-07-21 17:39:27,2025-07-21 18:14:27,35,,False,35,43,True,2025-07-21
DEL-20250721-079,ORD-20250721-079,DRV-00003,ADDR-00417,ZONE-C,DELIVERED,2025-07-21 11:59:40,2025-07-21 11:59:40,2025-07-21 12:37:40,38,,False,38,55,True,2025-07-21
DEL-20250721-080,ORD-20250721-080,DRV-00010,ADDR-00131,ZONE-A,DELIVERED,2025-07-21 17:13:53,2025-07-21 17:13:53,2025-07-21 17:43:53,30,,False,30,30,True,2025-07-21
DEL-20250721-081,ORD-20250721-081,DRV-00002,ADDR-00305,ZONE-C,DELIVERED,2025-07-21 19:45:29,2025-07-21 19:45:29,2025-07-21 20:23:29,38,,False,38,55,True,2025-07-21
DEL-20250721-082,ORD-20250721-082,DRV-00003,ADDR-00436,ZONE-C,DELIVERED,2025-07-21 23:23:30,2025-07-21 23:23:30,2025-07-22 00:18:30,55,,False,55,55,True,2025-07-21
DEL-20250721-083,ORD-20250721-083,DRV-00006,ADDR-00244,ZONE-C,DELIVERED,2025-07-21 22:32:41,2025-07-21 22:32:41,2025-07-21 23:02:41,30,,False,30,55,True,2025-07-21
DEL-20250721-084,ORD-20250721-084,DRV-00004,ADDR-00417,ZONE-C,DELIVERED,2025-07-21 12:46:32,2025-07-21 12:46:32,2025-07-21 13:20:32,34,,False,34,55,True,2025-07-21
DEL-20250721-085,ORD-20250721-085,DRV-00010,ADDR-00253,ZONE-C,DELIVERED,2025-07-21 14:14:53,2025-07-21 14:14:53,2025-07-21 14:53:53,39,,False,39,55,True,2025-07-21
DEL-20250721-086,ORD-20250721-086,DRV-00004,ADDR-00206,ZONE-C,DELIVERED,2025-07-21 12:05:40,2025-07-21 12:05:40,2025-07-21 12:49:40,44,,False,44,55,True,2025-07-21
DEL-20250721-087,ORD-20250721-087,DRV-00003,ADDR-00300,ZONE-B,DELIVERED,2025-07-21 15:17:17,2025-07-21 15:17:17,2025-07-21 16:03:17,46,,False,46,43,False,2025-07-21
DEL-20250721-088,ORD-20250721-088,DRV-00006,ADDR-00117,ZONE-A,DELIVERED,2025-07-21 14:56:00,2025-07-21 14:56:00,2025-07-21 15:19:00,23,,False,23,30,True,2025-07-21
DEL-20250721-089,ORD-20250721-089,DRV-00009,ADDR-00413,ZONE-B,DELIVERED,2025-07-21 13:13:41,2025-07-21 13:13:41,2025-07-21 13:49:41,36,,False,36,43,True,2025-07-21
DEL-20250721-090,ORD-20250721-090,DRV-00011,ADDR-00456,ZONE-B,DELIVERED,2025-07-21 14:03:31,2025-07-21 14:03:31,2025-07-21 14:42:31,39,,False,39,43,True,2025-07-21
DEL-20250721-091,ORD-20250721-091,DRV-00013,ADDR-00458,ZONE-A,DELIVERED,2025-07-21 19:09:06,2025-07-21 19:09:06,2025-07-21 19:31:06,22,,False,22,30,True,2025-07-21
DEL-20250721-092,ORD-20250721-092,DRV-00011,ADDR-00375,ZONE-B,FAILED,2025-07-21 13:16:26,2025-07-21 13:16:26,,,Customer not available,False,,43,False,2025-07-21
DEL-20250721-093,ORD-20250721-093,DRV-00010,ADDR-00079,ZONE-A,DELIVERED,2025-07-21 18:12:38,2025-07-21 18:12:38,2025-07-21 18:35:38,23,,False,23,30,True,2025-07-21
DEL-20250721-094,ORD-20250721-094,DRV-00008,ADDR-00251,ZONE-B,DELIVERED,2025-07-21 12:33:18,2025-07-21 12:33:18,2025-07-21 13:03:18,30,,False,30,43,True,2025-07-21
DEL-20250721-095,ORD-20250721-095,DRV-00014,ADDR-00052,ZONE-B,DELIVERED,2025-07-21 10:45:40,2025-07-21 10:45:40,2025-07-21 11:14:40,29,,False,29,43,True,2025-07-21
DEL-20250721-096,ORD-20250721-096,DRV-00003,ADDR-00447,ZONE-A,DELIVERED,2025-07-21 17:56:07,2025-07-21 17:56:07,2025-07-21 18:26:07,30,,False,30,30,True,2025-07-21
DEL-20250721-097,ORD-20250721-097,DRV-00013,ADDR-00390,ZONE-A,DELIVERED,2025-07-21 14:14:10,2025-07-21 14:14:10,2025-07-21 14:41:10,27,,False,27,30,True,2025-07-21
DEL-20250721-098,ORD-20250721-098,DRV-00002,ADDR-00107,ZONE-A,DELIVERED,2025-07-21 11:36:52,2025-07-21 11:36:52,2025-07-21 12:06:52,30,,False,30,30,True,2025-07-21
DEL-20250721-099,ORD-20250721-099,DRV-00003,ADDR-00488,ZONE-C,DELIVERED,2025-07-21 08:38:32,2025-07-21 08:38:32,2025-07-21 09:22:32,44,,False,44,55,True,2025-07-21
DEL-20250721-100,ORD-20250721-100,DRV-00011,ADDR-00315,ZONE-D,DELIVERED,2025-07-21 17:35:10,2025-07-21 17:35:10,2025-07-21 18:14:10,39,,False,39,67,True,2025-07-21
DEL-20250721-101,ORD-20250721-101,DRV-00015,ADDR-00341,ZONE-D,DELIVERED,2025-07-21 19:45:34,2025-07-21 19:45:34,2025-07-21 21:06:34,81,,False,81,67,False,2025-07-21
DEL-20250721-102,ORD-20250721-102,DRV-00015,ADDR-00244,ZONE-C,DELIVERED,2025-07-21 16:39:41,2025-07-21 16:39:41,2025-07-21 17:15:41,36,,False,36,55,True,2025-07-21
DEL-20250721-103,ORD-20250721-103,DRV-00015,ADDR-00480,ZONE-B,DELIVERED,2025-07-21 11:48:44,2025-07-21 11:48:44,2025-07-21 12:27:44,39,,False,39,43,True,2025-07-21
DEL-20250721-104,ORD-20250721-104,DRV-00010,ADDR-00233,ZONE-A,DELIVERED,2025-07-21 18:41:41,2025-07-21 18:41:41,2025-07-21 19:09:41,28,,False,28,30,True,2025-07-21
DEL-20250721-105,ORD-20250721-105,DRV-00008,ADDR-00353,ZONE-B,DELIVERED,2025-07-21 13:41:27,2025-07-21 13:41:27,2025-07-21 14:26:27,45,,False,45,43,False,2025-07-21
DEL-20250721-106,ORD-20250721-106,DRV-00013,ADDR-00075,ZONE-A,DELIVERED,2025-07-21 10:34:34,2025-07-21 10:34:34,2025-07-21 11:04:34,30,,False,30,30,True,2025-07-21
DEL-20250721-107,ORD-20250721-107,DRV-00009,ADDR-00053,ZONE-C,DELIVERED,2025-07-21 09:07:33,2025-07-21 09:07:33,2025-07-21 09:42:33,35,,False,35,55,True,2025-07-21
DEL-20250721-108,ORD-20250721-108,DRV-00012,ADDR-00464,ZONE-D,DELIVERED,2025-07-21 11:18:02,2025-07-21 11:18:02,2025-07-21 12:01:02,43,,False,43,67,True,2025-07-21
DEL-20250721-109,ORD-20250721-109,DRV-00012,ADDR-00416,ZONE-A,DELIVERED,2025-07-21 12:49:58,2025-07-21 12:49:58,2025-07-21 13:15:58,26,,False,26,30,True,2025-07-21
DEL-20250721-110,ORD-20250721-110,DRV-00001,ADDR-00390,ZONE-A,DELIVERED,2025-07-21 20:14:54,2025-07-21 20:14:54,2025-07-21 20:31:54,17,,False,17,30,True,2025-07-21
DEL-20250721-111,ORD-20250721-111,DRV-00005,ADDR-00395,ZONE-D,DELIVERED,2025-07-21 17:34:33,2025-07-21 17:34:33,2025-07-21 18:21:33,47,,False,47,67,True,2025-07-21
DEL-20250721-112,ORD-20250721-112,DRV-00011,ADDR-00326,ZONE-B,DELIVERED,2025-07-21 20:13:13,2025-07-21 20:13:13,2025-07-21 20:43:13,30,,False,30,43,True,2025-07-21
DEL-20250721-113,ORD-20250721-113,DRV-00002,ADDR-00305,ZONE-C,DELIVERED,2025-07-21 18:37:26,2025-07-21 18:37:26,2025-07-21 19:33:26,56,,False,56,55,False,2025-07-21
DEL-20250721-114,ORD-20250721-114,DRV-00002,ADDR-00350,ZONE-B,DELIVERED,2025-07-21 15:38:22,2025-07-21 15:38:22,2025-07-21 16:05:22,27,,False,27,43,True,2025-07-21
DEL-20250721-115,ORD-20250721-115,DRV-00011,ADDR-00092,ZONE-A,DELIVERED,2025-07-21 12:27:07,2025-07-21 12:27:07,2025-07-21 12:48:07,21,,False,21,30,True,2025-07-21
DEL-20250721-116,ORD-20250721-116,DRV-00008,ADDR-00137,ZONE-B,DELIVERED,2025-07-21 11:54:29,2025-07-21 11:54:29,2025-07-21 12:28:29,34,,False,34,43,True,2025-07-21
DEL-20250721-117,ORD-20250721-117,DRV-00012,ADDR-00099,ZONE-B,DELIVERED,2025-07-21 10:43:16,2025-07-21 10:43:16,2025-07-21 11:23:16,40,,False,40,43,True,2025-07-21
DEL-20250721-118,ORD-20250721-118,DRV-00001,ADDR-00350,ZONE-B,DELIVERED,2025-07-21 08:32:30,2025-07-21 08:32:30,2025-07-21 09:15:30,43,,False,43,43,True,2025-07-21
DEL-20250721-119,ORD-20250721-119,DRV-00005,ADDR-00077,ZONE-A,DELIVERED,2025-07-21 17:41:41,2025-07-21 17:41:41,2025-07-21 18:08:41,27,,False,27,30,True,2025-07-21
DEL-20250721-120,ORD-20250721-120,DRV-00001,ADDR-00386,ZONE-A,DELIVERED,2025-07-21 16:48:29,2025-07-21 16:48:29,2025-07-21 17:10:29,22,,False,22,30,True,2025-07-21
DEL-20250721-121,ORD-20250721-121,DRV-00007,ADDR-00305,ZONE-C,DELIVERED,2025-07-21 19:03:06,2025-07-21 19:03:06,2025-07-21 19:44:06,41,,False,41,55,True,2025-07-21
DEL-20250721-122,ORD-20250721-122,DRV-00009,ADDR-00090,ZONE-B,DELIVERED,2025-07-21 21:50:10,2025-07-21 21:50:10,2025-07-21 22:21:10,31,,False,31,43,True,2025-07-21
DEL-20250721-123,ORD-20250721-123,DRV-00005,ADDR-00021,ZONE-A,DELIVERED,2025-07-21 09:27:48,2025-07-21 09:27:48,2025-07-21 09:54:48,27,,False,27,30,True,2025-07-21
DEL-20250722-001,ORD-20250722-001,DRV-00007,ADDR-00041,ZONE-A,DELIVERED,2025-07-22 18:41:11,2025-07-22 18:41:11,2025-07-22 19:07:11,26,,False,26,30,True,2025-07-22
DEL-20250722-002,ORD-20250722-002,DRV-00007,ADDR-00394,ZONE-C,DELIVERED,2025-07-22 16:23:51,2025-07-22 16:23:51,2025-07-22 17:19:51,56,,False,56,55,False,2025-07-22
DEL-20250722-003,ORD-20250722-003,DRV-00001,ADDR-00344,ZONE-A,DELIVERED,2025-07-22 18:41:40,2025-07-22 18:41:40,2025-07-22 19:09:40,28,,False,28,30,True,2025-07-22
DEL-20250722-004,ORD-20250722-004,DRV-00001,ADDR-00302,ZONE-A,DELIVERED,2025-07-22 13:25:06,2025-07-22 13:25:06,2025-07-22 13:54:06,29,,False,29,30,True,2025-07-22
DEL-20250722-005,ORD-20250722-005,DRV-00015,ADDR-00364,ZONE-B,DELIVERED,2025-07-22 10:45:23,2025-07-22 10:45:23,2025-07-22 11:24:23,39,,False,39,43,True,2025-07-22
DEL-20250722-006,ORD-20250722-006,DRV-00010,ADDR-00488,ZONE-C,DELIVERED,2025-07-22 14:11:34,2025-07-22 14:11:34,2025-07-22 14:51:34,40,,False,40,55,True,2025-07-22
DEL-20250722-007,ORD-20250722-007,DRV-00001,ADDR-00418,ZONE-A,DELIVERED,2025-07-22 14:38:34,2025-07-22 14:38:34,2025-07-22 15:01:34,23,,False,23,30,True,2025-07-22
DEL-20250722-008,ORD-20250722-008,DRV-00009,ADDR-00301,ZONE-B,DELIVERED,2025-07-22 20:01:56,2025-07-22 20:01:56,2025-07-22 20:31:56,30,,False,30,43,True,2025-07-22
DEL-20250722-009,ORD-20250722-009,DRV-00011,ADDR-00157,ZONE-C,DELIVERED,2025-07-22 20:40:25,2025-07-22 20:40:25,2025-07-22 21:45:25,65,,False,65,55,False,2025-07-22
DEL-20250722-010,ORD-20250722-010,DRV-00008,ADDR-00225,ZONE-B,DELIVERED,2025-07-22 09:41:16,2025-07-22 09:41:16,2025-07-22 10:37:16,56,,False,56,43,False,2025-07-22
DEL-20250722-011,ORD-20250722-011,DRV-00013,ADDR-00122,ZONE-A,DELIVERED,2025-07-22 08:54:54,2025-07-22 08:54:54,2025-07-22 09:19:54,25,,False,25,30,True,2025-07-22
DEL-20250722-012,ORD-20250722-012,DRV-00014,ADDR-00030,ZONE-A,DELIVERED,2025-07-22 18:57:45,2025-07-22 18:57:45,2025-07-22 19:22:45,25,,False,25,30,True,2025-07-22
DEL-20250722-013,ORD-20250722-013,DRV-00001,ADDR-00005,ZONE-A,DELIVERED,2025-07-22 20:01:52,2025-07-22 20:01:52,2025-07-22 20:31:52,30,,False,30,30,True,2025-07-22
DEL-20250722-014,ORD-20250722-014,DRV-00013,ADDR-00454,ZONE-B,DELIVERED,2025-07-22 11:09:37,2025-07-22 11:09:37,2025-07-22 11:53:37,44,,False,44,43,False,2025-07-22
DEL-20250722-015,ORD-20250722-015,DRV-00004,ADDR-00496,ZONE-A,DELIVERED,2025-07-22 12:07:03,2025-07-22 12:07:03,2025-07-22 12:36:03,29,,False,29,30,True,2025-07-22
DEL-20250722-016,ORD-20250722-016,DRV-00003,ADDR-00163,ZONE-A,FAILED,2025-07-22 07:53:46,2025-07-22 07:53:46,,,Customer not available,False,,30,False,2025-07-22
DEL-20250722-017,ORD-20250722-017,DRV-00013,ADDR-00447,ZONE-A,DELIVERED,2025-07-22 12:18:01,2025-07-22 12:18:01,2025-07-22 12:42:01,24,,False,24,30,True,2025-07-22
DEL-20250722-018,ORD-20250722-018,DRV-00002,ADDR-00024,ZONE-B,DELIVERED,2025-07-22 10:34:27,2025-07-22 10:34:27,2025-07-22 11:14:27,40,,False,40,43,True,2025-07-22
DEL-20250722-019,ORD-20250722-019,DRV-00007,ADDR-00018,ZONE-C,DELIVERED,2025-07-22 13:41:01,2025-07-22 13:41:01,2025-07-22 14:22:01,41,,False,41,55,True,2025-07-22
DEL-20250722-020,ORD-20250722-020,DRV-00014,ADDR-00073,ZONE-D,DELIVERED,2025-07-22 14:53:06,2025-07-22 14:53:06,2025-07-22 16:02:06,69,,False,69,67,False,2025-07-22
DEL-20250722-021,ORD-20250722-021,DRV-00003,ADDR-00156,ZONE-A,DELIVERED,2025-07-22 18:36:29,2025-07-22 18:36:29,2025-07-22 19:03:29,27,,False,27,30,True,2025-07-22
DEL-20250722-022,ORD-20250722-022,DRV-00008,ADDR-00332,ZONE-A,DELIVERED,2025-07-22 18:48:49,2025-07-22 18:48:49,2025-07-22 19:08:49,20,,False,20,30,True,2025-07-22
DEL-20250722-023,ORD-20250722-023,DRV-00006,ADDR-00366,ZONE-A,DELIVERED,2025-07-22 19:17:43,2025-07-22 19:17:43,2025-07-22 19:43:43,26,,False,26,30,True,2025-07-22
DEL-20250722-024,ORD-20250722-024,DRV-00011,ADDR-00193,ZONE-D,DELIVERED,2025-07-22 20:52:28,2025-07-22 20:52:28,2025-07-22 21:41:28,49,,False,49,67,True,2025-07-22
DEL-20250722-025,ORD-20250722-025,DRV-00010,ADDR-00388,ZONE-C,DELIVERED,2025-07-22 19:22:23,2025-07-22 19:22:23,2025-07-22 20:03:23,41,,False,41,55,True,2025-07-22
DEL-20250722-026,ORD-20250722-026,DRV-00008,ADDR-00310,ZONE-C,DELIVERED,2025-07-22 20:45:11,2025-07-22 20:45:11,2025-07-22 21:37:11,52,,False,52,55,True,2025-07-22
DEL-20250722-027,ORD-20250722-027,DRV-00003,ADDR-00001,ZONE-C,DELIVERED,2025-07-22 16:27:56,2025-07-22 16:27:56,2025-07-22 17:06:56,39,,False,39,55,True,2025-07-22
DEL-20250722-028,ORD-20250722-028,DRV-00009,ADDR-00277,ZONE-A,DELIVERED,2025-07-22 11:07:52,2025-07-22 11:07:52,2025-07-22 11:32:52,25,,False,25,30,True,2025-07-22
DEL-20250722-029,ORD-20250722-029,DRV-00004,ADDR-00134,ZONE-B,DELIVERED,2025-07-22 19:24:39,2025-07-22 19:24:39,2025-07-22 20:04:39,40,,False,40,43,True,2025-07-22
DEL-20250722-030,ORD-20250722-030,DRV-00007,ADDR-00236,ZONE-D,FAILED,2025-07-22 13:18:07,2025-07-22 13:18:07,,,Customer not available,False,,67,False,2025-07-22
DEL-20250722-031,ORD-20250722-031,DRV-00015,ADDR-00284,ZONE-A,DELIVERED,2025-07-22 18:33:11,2025-07-22 18:33:11,2025-07-22 18:56:11,23,,False,23,30,True,2025-07-22
DEL-20250722-032,ORD-20250722-032,DRV-00011,ADDR-00087,ZONE-C,DELIVERED,2025-07-22 11:26:20,2025-07-22 11:26:20,2025-07-22 12:01:20,35,,False,35,55,True,2025-07-22
DEL-20250722-033,ORD-20250722-033,DRV-00015,ADDR-00196,ZONE-B,DELIVERED,2025-07-22 19:09:19,2025-07-22 19:09:19,2025-07-22 19:40:19,31,,False,31,43,True,2025-07-22
DEL-20250722-034,ORD-20250722-034,DRV-00001,ADDR-00016,ZONE-A,DELIVERED,2025-07-22 14:40:34,2025-07-22 14:40:34,2025-07-22 15:12:34,32,,False,32,30,False,2025-07-22
DEL-20250722-035,ORD-20250722-035,DRV-00014,ADDR-00375,ZONE-B,DELIVERED,2025-07-22 19:52:09,2025-07-22 19:52:09,2025-07-22 20:21:09,29,,False,29,43,True,2025-07-22
DEL-20250722-036,ORD-20250722-036,DRV-00004,ADDR-00151,ZONE-C,DELIVERED,2025-07-22 21:12:13,2025-07-22 21:12:13,2025-07-22 22:08:13,56,,False,56,55,False,2025-07-22
DEL-20250722-037,ORD-20250722-037,DRV-00003,ADDR-00396,ZONE-A,DELIVERED,2025-07-22 17:09:53,2025-07-22 17:09:53,2025-07-22 17:34:53,25,,False,25,30,True,2025-07-22
DEL-20250722-038,ORD-20250722-038,DRV-00005,ADDR-00096,ZONE-D,DELIVERED,2025-07-22 19:43:39,2025-07-22 19:43:39,2025-07-22 20:40:39,57,,False,57,67,True,2025-07-22
DEL-20250722-039,ORD-20250722-039,DRV-00004,ADDR-00108,ZONE-C,DELIVERED,2025-07-22 21:27:07,2025-07-22 21:27:07,2025-07-22 22:03:07,36,,False,36,55,True,2025-07-22
DEL-20250722-040,ORD-20250722-040,DRV-00003,ADDR-00433,ZONE-B,DELIVERED,2025-07-22 16:48:57,2025-07-22 16:48:57,2025-07-22 17:23:57,35,,False,35,43,True,2025-07-22
DEL-20250722-041,ORD-20250722-041,DRV-00001,ADDR-00203,ZONE-A,DELIVERED,2025-07-22 13:47:48,2025-07-22 13:47:48,2025-07-22 14:05:48,18,,False,18,30,True,2025-07-22
DEL-20250722-042,ORD-20250722-042,DRV-00005,ADDR-00320,ZONE-C,FAILED,2025-07-22 16:18:51,2025-07-22 16:18:51,,,Customer not available,False,,55,False,2025-07-22
DEL-20250722-043,ORD-20250722-043,DRV-00007,ADDR-00203,ZONE-A,DELIVERED,2025-07-22 11:45:22,2025-07-22 11:45:22,2025-07-22 12:02:22,17,,False,17,30,True,2025-07-22
DEL-20250722-044,ORD-20250722-044,DRV-00013,ADDR-00248,ZONE-B,DELIVERED,2025-07-22 08:20:58,2025-07-22 08:20:58,2025-07-22 08:50:58,30,,False,30,43,True,2025-07-22
DEL-20250722-045,ORD-20250722-045,DRV-00003,ADDR-00044,ZONE-A,DELIVERED,2025-07-22 16:46:28,2025-07-22 16:46:28,2025-07-22 17:14:28,28,,False,28,30,True,2025-07-22
DEL-20250722-046,ORD-20250722-046,DRV-00006,ADDR-00441,ZONE-B,DELIVERED,2025-07-22 12:06:47,2025-07-22 12:06:47,2025-07-22 12:33:47,27,,False,27,43,True,2025-07-22
DEL-20250722-047,ORD-20250722-047,DRV-00005,ADDR-00450,ZONE-D,DELIVERED,2025-07-22 11:09:16,2025-07-22 11:09:16,2025-07-22 12:20:16,71,,False,71,67,False,2025-07-22
DEL-20250722-048,ORD-20250722-048,DRV-00014,ADDR-00451,ZONE-D,DELIVERED,2025-07-22 14:55:00,2025-07-22 14:55:00,2025-07-22 16:03:00,68,,False,68,67,False,2025-07-22
DEL-20250722-049,ORD-20250722-049,DRV-00004,ADDR-00284,ZONE-A,DELIVERED,2025-07-22 18:52:14,2025-07-22 18:52:14,2025-07-22 19:21:14,29,,False,29,30,True,2025-07-22
DEL-20250722-050,ORD-20250722-050,DRV-00003,ADDR-00395,ZONE-D,DELIVERED,2025-07-22 10:54:00,2025-07-22 10:54:00,2025-07-22 11:27:00,33,,False,33,67,True,2025-07-22
DEL-20250722-051,ORD-20250722-051,DRV-00010,ADDR-00353,ZONE-B,DELIVERED,2025-07-22 12:33:38,2025-07-22 12:33:38,2025-07-22 13:00:38,27,,False,27,43,True,2025-07-22
DEL-20250722-052,ORD-20250722-052,DRV-00005,ADDR-00386,ZONE-A,DELIVERED,2025-07-22 06:53:26,2025-07-22 06:53:26,2025-07-22 07:11:26,18,,False,18,30,True,2025-07-22
DEL-20250722-053,ORD-20250722-053,DRV-00002,ADDR-00238,ZONE-A,DELIVERED,2025-07-22 18:43:57,2025-07-22 18:43:57,2025-07-22 19:08:57,25,,False,25,30,True,2025-07-22
DEL-20250722-054,ORD-20250722-054,DRV-00006,ADDR-00426,ZONE-C,DELIVERED,2025-07-22 17:59:12,2025-07-22 17:59:12,2025-07-22 18:39:12,40,,False,40,55,True,2025-07-22
DEL-20250722-055,ORD-20250722-055,DRV-00003,ADDR-00115,ZONE-C,DELIVERED,2025-07-22 21:15:30,2025-07-22 21:15:30,2025-07-22 21:57:30,42,,False,42,55,True,2025-07-22
DEL-20250722-056,ORD-20250722-056,DRV-00009,ADDR-00142,ZONE-A,DELIVERED,2025-07-22 12:03:05,2025-07-22 12:03:05,2025-07-22 12:33:05,30,,False,30,30,True,2025-07-22
DEL-20250722-057,ORD-20250722-057,DRV-00005,ADDR-00237,ZONE-C,DELIVERED,2025-07-22 11:01:54,2025-07-22 11:01:54,2025-07-22 11:58:54,57,,False,57,55,False,2025-07-22
DEL-20250722-058,ORD-20250722-058,DRV-00013,ADDR-00039,ZONE-A,DELIVERED,2025-07-22 18:33:58,2025-07-22 18:33:58,2025-07-22 18:49:58,16,,False,16,30,True,2025-07-22
DEL-20250722-059,ORD-20250722-059,DRV-00009,ADDR-00034,ZONE-B,DELIVERED,2025-07-22 10:53:53,2025-07-22 10:53:53,2025-07-22 11:29:53,36,,False,36,43,True,2025-07-22
DEL-20250722-060,ORD-20250722-060,DRV-00008,ADDR-00318,ZONE-B,DELIVERED,2025-07-22 13:14:39,2025-07-22 13:14:39,2025-07-22 14:02:39,48,,False,48,43,False,2025-07-22
DEL-20250722-061,ORD-20250722-061,DRV-00008,ADDR-00075,ZONE-A,DELIVERED,2025-07-22 21:18:54,2025-07-22 21:18:54,2025-07-22 21:43:54,25,,False,25,30,True,2025-07-22
DEL-20250722-062,ORD-20250722-062,DRV-00001,ADDR-00204,ZONE-C,DELIVERED,2025-07-22 09:03:33,2025-07-22 09:03:33,2025-07-22 09:53:33,50,,False,50,55,True,2025-07-22
DEL-20250722-063,ORD-20250722-063,DRV-00002,ADDR-00160,ZONE-A,DELIVERED,2025-07-22 22:12:32,2025-07-22 22:12:32,2025-07-22 22:43:32,31,,False,31,30,False,2025-07-22
DEL-20250722-064,ORD-20250722-064,DRV-00002,ADDR-00305,ZONE-C,DELIVERED,2025-07-22 13:15:53,2025-07-22 13:15:53,2025-07-22 14:11:53,56,,False,56,55,False,2025-07-22
DEL-20250722-065,ORD-20250722-065,DRV-00005,ADDR-00179,ZONE-D,DELIVERED,2025-07-22 13:58:16,2025-07-22 13:58:16,2025-07-22 15:02:16,64,,False,64,67,True,2025-07-22
DEL-20250722-066,ORD-20250722-066,DRV-00008,ADDR-00244,ZONE-C,DELIVERED,2025-07-22 21:20:09,2025-07-22 21:20:09,2025-07-22 22:05:09,45,,False,45,55,True,2025-07-22
DEL-20250722-067,ORD-20250722-067,DRV-00002,ADDR-00031,ZONE-A,DELIVERED,2025-07-22 20:16:04,2025-07-22 20:16:04,2025-07-22 20:47:04,31,,False,31,30,False,2025-07-22
DEL-20250722-068,ORD-20250722-068,DRV-00011,ADDR-00011,ZONE-B,DELIVERED,2025-07-22 09:50:28,2025-07-22 09:50:28,2025-07-22 10:37:28,47,,False,47,43,False,2025-07-22
DEL-20250722-069,ORD-20250722-069,DRV-00006,ADDR-00249,ZONE-C,DELIVERED,2025-07-22 15:10:02,2025-07-22 15:10:02,2025-07-22 16:03:02,53,,False,53,55,True,2025-07-22
DEL-20250722-070,ORD-20250722-070,DRV-00009,ADDR-00306,ZONE-C,DELIVERED,2025-07-22 13:19:42,2025-07-22 13:19:42,2025-07-22 13:57:42,38,,False,38,55,True,2025-07-22
DEL-20250722-071,ORD-20250722-071,DRV-00005,ADDR-00109,ZONE-A,DELIVERED,2025-07-22 18:50:00,2025-07-22 18:50:00,2025-07-22 19:19:00,29,,False,29,30,True,2025-07-22
DEL-20250722-072,ORD-20250722-072,DRV-00005,ADDR-00082,ZONE-C,DELIVERED,2025-07-22 07:26:02,2025-07-22 07:26:02,2025-07-22 08:17:02,51,,False,51,55,True,2025-07-22
DEL-20250722-073,ORD-20250722-073,DRV-00010,ADDR-00376,ZONE-C,DELIVERED,2025-07-22 09:40:38,2025-07-22 09:40:38,2025-07-22 10:33:38,53,,False,53,55,True,2025-07-22
DEL-20250722-074,ORD-20250722-074,DRV-00004,ADDR-00244,ZONE-C,DELIVERED,2025-07-22 11:17:22,2025-07-22 11:17:22,2025-07-22 12:15:22,58,,False,58,55,False,2025-07-22
DEL-20250722-075,ORD-20250722-075,DRV-00009,ADDR-00004,ZONE-C,FAILED,2025-07-22 18:51:56,2025-07-22 18:51:56,,,Customer not available,False,,55,False,2025-07-22
DEL-20250722-076,ORD-20250722-076,DRV-00011,ADDR-00454,ZONE-B,DELIVERED,2025-07-22 18:54:20,2025-07-22 18:54:20,2025-07-22 19:30:20,36,,False,36,43,True,2025-07-22
DEL-20250722-077,ORD-20250722-077,DRV-00015,ADDR-00146,ZONE-A,DELIVERED,2025-07-22 11:50:06,2025-07-22 11:50:06,2025-07-22 12:09:06,19,,False,19,30,True,2025-07-22
DEL-20250722-078,ORD-20250722-078,DRV-00005,ADDR-00060,ZONE-C,DELIVERED,2025-07-22 17:17:52,2025-07-22 17:17:52,2025-07-22 17:51:52,34,,False,34,55,True,2025-07-22
DEL-20250722-079,ORD-20250722-079,DRV-00001,ADDR-00317,ZONE-C,DELIVERED,2025-07-22 14:47:20,2025-07-22 14:47:20,2025-07-22 15:26:20,39,,False,39,55,True,2025-07-22
DEL-20250722-080,ORD-20250722-080,DRV-00015,ADDR-00343,ZONE-A,DELIVERED,2025-07-22 19:12:10,2025-07-22 19:12:10,2025-07-22 19:39:10,27,,False,27,30,True,2025-07-22
DEL-20250722-081,ORD-20250722-081,DRV-00001,ADDR-00099,ZONE-B,DELIVERED,2025-07-22 18:08:50,2025-07-22 18:08:50,2025-07-22 18:34:50,26,,False,26,43,True,2025-07-22
DEL-20250722-082,ORD-20250722-082,DRV-00015,ADDR-00195,ZONE-B,DELIVERED,2025-07-22 12:19:27,2025-07-22 12:19:27,2025-07-22 12:51:27,32,,False,32,43,True,2025-07-22
DEL-20250722-083,ORD-20250722-083,DRV-00013,ADDR-00150,ZONE-A,DELIVERED,2025-07-22 16:59:54,2025-07-22 16:59:54,2025-07-22 17:32:54,33,,False,33,30,False,2025-07-22
DEL-20250722-084,ORD-20250722-084,DRV-00009,ADDR-00324,ZONE-B,DELIVERED,2025-07-22 21:34:44,2025-07-22 21:34:44,2025-07-22 22:00:44,26,,False,26,43,True,2025-07-22
